order,index,indices,group,audit_conf,child_search,child_audit,parent_search,parent_audit,syn_search_aligned,syn_audit_aligned
4,197,"0,1,7,10",audit_strong,4,0.6973607032233409,0.6793374938168764,0.5905443313186192,0.57080368342567,0.10681637190472171,0.10853381039120635
4,201,"0,1,7,14",audit_strong,11,0.5538103809463596,0.595018551506964,0.4586277701737468,0.4897685453598094,0.09518261077261281,0.10525000614715463
4,206,"0,1,7,19",audit_strong,0,0.4076564290134673,0.3878939218268014,0.30219851617125804,0.27238859496968815,0.10545791284220929,0.11550532685711323
4,306,"0,1,10,17",audit_strong,7,0.5020762570972864,0.5010647463355307,0.42165748271545456,0.3907669013179039,0.08041877438183187,0.11029784501762674
4,313,"0,1,10,24",audit_strong,7,0.44927763995643055,0.5238151014407263,0.42165748271545456,0.4162049304029315,0.027620157240975995,0.1076101710377948
4,328,"0,1,10,39",random,7,0.5708410733069065,0.4935625408108353,0.5521758095914657,0.42666860479264956,0.01866526371544075,0.06689393601818572
4,391,"0,1,12,39",random,0,0.29669923734318193,0.22113645786229463,0.28836177590049294,0.19283153972449785,0.008337461442688987,0.028304918137796786
4,394,"0,1,12,42",random,7,0.38441937022409156,0.3116902558061987,0.3749898913182159,0.2896266568366982,0.009429478905875643,0.022063598969500497
4,511,"0,1,17,19",audit_strong,0,0.39107924901472435,0.37285964738919597,0.29562868620974136,0.27238859496968815,0.09545056280498299,0.10047105241950782
4,577,"0,1,19,36",random,0,0.3445439784721527,0.32651835058666623,0.29562868620974136,0.27238859496968815,0.048915292262411314,0.05412975561697808
4,667,"0,1,23,40",random,5,0.18630089856308452,0.091443275754851,0.1960958324084634,0.0749947392687842,-0.009794933845378884,0.01644853648606681
4,733,"0,1,27,36",random,0,0.27369356950826706,0.22221452186651114,0.2333211922225058,0.19230199337380383,0.04037237728576126,0.029912528492707313
4,964,"0,2,5,30",random,11,0.4683994013097589,0.4768459149665599,0.4338075703770682,0.42967409092695175,0.03459183093269069,0.04717182403960818
4,1213,"0,2,12,41",random,10,0.18097782102387183,0.1543295509857615,0.18490846376514514,0.14830071208715445,-0.003930642741273305,0.0060288388986070585
4,1394,"0,2,19,33",random,11,0.42694867090320077,0.4596536773959342,0.4031803352482519,0.44047137205117226,0.023768335654948847,0.019182305344761952
4,1557,"0,2,27,40",random,6,0.40847858455116104,0.367004579468744,0.41120682424869315,0.31731910474558134,-0.002728239697532109,0.04968547472316265
4,1611,"0,2,31,40",random,11,0.38990469963093,0.41393518397556806,0.3348370177414357,0.3614893710331718,0.05506768188949429,0.05244581294239625
4,1816,"0,3,7,29",random,3,0.8451287446336128,0.8544975779349436,0.8266002879892334,0.8355880751291661,0.01852845664437941,0.018909502805777523
4,1849,"0,3,8,27",random,8,0.5156299487737691,0.5947967181010897,0.474082441129242,0.541243939741082,0.04154750764452708,0.05355277836000771
4,1906,"0,3,10,17",random,1,0.338341330831341,0.29318258158593713,0.311732669151359,0.24547535956920263,0.026608661679981993,0.047707222016734496
4,1927,"0,3,10,38",random,0,0.4765489122570198,0.45185891544292955,0.4440127616717976,0.4099004491763689,0.03253615058522219,0.041958466266560634
4,1931,"0,3,10,42",audit_strong,0,0.5238597058172301,0.5315220684445322,0.3824354168260494,0.3797885734691052,0.14142428899118065,0.15173349497542699
4,1933,"0,3,11,12",random,9,0.2805099934802052,0.2937626037398601,0.18437208718705944,0.20666057391446746,0.09613790629314578,0.08710202982539261
4,2007,"0,3,13,25",random,10,0.19964276510479895,0.1345180622022144,0.17830606860770826,0.11974445474177586,0.02133669649709069,0.014773607460438543
4,2305,"0,3,25,41",random,9,0.1339100487689222,0.10268727199605066,0.1313481950348423,0.09751685617262229,0.002561853734079911,0.005170415823428365
4,2327,"0,3,27,30",random,0,0.27161522970388574,0.24413016799842524,0.26423552198450584,0.2325772008445267,0.007379707719379902,0.01155296715389853
4,2351,"0,3,28,39",random,11,0.3568818105306186,0.3484341642406543,0.3396243147168282,0.32483040133388297,0.017257495813790436,0.023603762906771353
4,2543,"0,4,7,15",random,2,0.8767248147382891,0.8864888415461424,0.8524888676011975,0.849438662330836,0.02423594713709165,0.0370501792153064
4,2694,"0,4,11,32",random,0,0.4568619328955561,0.3927299922015486,0.40939639027616537,0.3403682506125679,0.04746554261939073,0.05236174158898066
4,2969,"0,4,21,42",random,8,0.45332465977997305,0.5452830614065962,0.4360589671964489,0.5193612457210381,0.017265692583524173,0.02592181568555807
4,3145,"0,4,32,42",random,0,0.4972938256736552,0.4671442434933386,0.43240176644222184,0.417713113093512,0.06489205923143337,0.049431130399826606
4,3362,"0,5,10,29",random,11,0.5611008500342779,0.5803573397759139,0.5083860234323805,0.5151153310984402,0.05271482660189741,0.06524200867747365
4,3455,"0,5,13,29",random,11,0.50867534566745,0.4937434909776792,0.4560787107682164,0.44838311921802665,0.05259663489923361,0.045360371759652574
4,3556,"0,5,17,20",random,4,0.6202433974406127,0.5822739212147794,0.5886056539673364,0.5472636231022937,0.0316377434732763,0.03501029811248568
4,3895,"0,5,39,40",audit_strong,4,0.6703438751885837,0.6139470034754594,0.6287344785004486,0.48481649309013786,0.041609396688135125,0.12913051038532153
4,4062,"0,6,11,31",audit_strong,11,0.399998564272078,0.38306684376345024,0.2967115334312258,0.2814363912080513,0.10328703084085222,0.10163045255539893
4,4063,"0,6,11,32",audit_strong,11,0.400000535456285,0.38306720647436465,0.29670922818122414,0.2814343079433673,0.10329130727506086,0.10163289853099733
4,4064,"0,6,11,33",audit_strong,11,0.3946983714563703,0.3788292818203385,0.29181904907273604,0.2733634947796656,0.10287932238363429,0.10546578704067289
4,4235,"0,6,17,33",random,0,0.42416023083897214,0.3744073480562531,0.40209481967132243,0.35141845067808886,0.022065411167649707,0.02298889737816423
4,4299,"0,6,20,25",random,0,0.238250109122784,0.19236263509545426,0.22000424877780844,0.17313541753666029,0.01824586034497555,0.019227217558793974
4,4444,"0,6,27,37",random,0,0.24058327825740566,0.20339391587077416,0.22639990235584384,0.18132450679315515,0.014183375901561823,0.022069409077619007
4,4447,"0,6,27,40",random,3,0.7861106409203983,0.764638133815421,0.7836363270415441,0.7607430584363442,0.0024743138788542174,0.003895075379076851
4,4588,"0,7,8,26",random,8,0.46797829054709117,0.5448156778740045,0.43743183225189897,0.5079311180599173,0.030546458295192203,0.036884559814087226
4,4631,"0,7,9,35",random,11,0.09533594880884277,0.07774240345103245,0.09101308331351254,0.06535816128096916,0.00432286549533023,0.012384242170063287
4,4640,"0,7,10,11",audit_strong,7,0.4889453729080472,0.5019933568414101,0.4156865072107302,0.3758970148691969,0.07325886569731699,0.1260963419722132
4,4674,"0,7,11,13",random,11,0.3738847063641557,0.38431469756230874,0.3347462521211443,0.3370313125444957,0.039138454243011433,0.04728338501781304
4,4675,"0,7,11,14",audit_strong,11,0.4191098506324533,0.48110234882893044,0.31325225534228807,0.35750900523825513,0.10585759529016525,0.12359334359067531
4,4684,"0,7,11,23",random,1,0.3040617183465747,0.2399855397156334,0.30098006488009066,0.2229947781079722,0.0030816534664840356,0.01699076160766122
4,4750,"0,7,13,28",random,0,0.28764324261510055,0.25399215540578235,0.2756177049514733,0.2383902555904327,0.01202553766362724,0.015601899815349651
4,4768,"0,7,14,17",audit_strong,11,0.4549250948325775,0.47320450702528105,0.32687992825963497,0.36773752962013695,0.12804516657294251,0.1054669774051441
4,4966,"0,7,21,40",audit_strong,6,0.39310445533086,0.48209638573719005,0.41042089549471317,0.3528320523176365,-0.017316440163853142,0.12926433341955357
4,4980,"0,7,22,33",random,11,0.2647585652903327,0.2545766891993234,0.2440527371259208,0.22868466835931234,0.02070582816441191,0.025892020840011076
4,5077,"0,7,27,40",audit_strong,6,0.38999692216211657,0.46832314830795085,0.40760638616454214,0.31731910474558134,-0.01760946400242558,0.15100404356236952
4,5091,"0,7,28,39",random,0,0.21913012591209258,0.15866078369320913,0.20742301131159413,0.14283928584318706,0.011707114600498447,0.01582149785002207
