order,tau,spearman,mae,conf_match,n_search_strong,n_audit_strong,intersection,jaccard,search_precision_on_audit,audit_recall_from_search_threshold
3,0.05,0.7638809916442079,0.011496269144117832,0.4569616430081546,3013,3339,2271,0.5564812545944622,0.7537338201128443,0.6801437556154537
3,0.1,0.7638809916442079,0.011496269144117832,0.4569616430081546,409,497,282,0.4519230769230769,0.6894865525672371,0.5674044265593562
3,0.15,0.7638809916442079,0.011496269144117832,0.4569616430081546,62,68,46,0.5476190476190477,0.7419354838709677,0.6764705882352942
4,0.05,0.6966995131830886,0.008055953308939934,0.3882770660989606,6873,7894,3911,0.36026160648489314,0.569038265677288,0.49543957436027364
4,0.1,0.6966995131830886,0.008055953308939934,0.3882770660989606,181,325,101,0.24938271604938272,0.5580110497237569,0.31076923076923074
4,0.15,0.6966995131830886,0.008055953308939934,0.3882770660989606,3,40,2,0.04878048780487805,0.6666666666666666,0.05
5,0.05,0.6520417720773839,0.006262388080358505,0.3366660282428859,6743,10946,3046,0.2080174827562658,0.451727717633101,0.27827516901151106
5,0.1,0.6520417720773839,0.006262388080358505,0.3366660282428859,25,270,16,0.05734767025089606,0.64,0.05925925925925926
5,0.15,0.6520417720773839,0.006262388080358505,0.3366660282428859,5,38,3,0.075,0.6,0.07894736842105263
