target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.9088108539581299,0.9809347337464712
gross_actual_interchange_mw,10,2.2731850147247314,0.9872317082401131
total_gen,25,2.8474321365356445,0.8846045301086553
metered_load_mw,26,2.8257830142974854,0.8673110146740697
total_losses,17,2.6003055572509766,0.9177937703513025
congestion_price_da,5,1.5983651876449585,0.993120129267742
congestion_price_rt,10,1.937570333480835,0.84147610413017
marginal_loss_price_da,20,2.734204053878784,0.9126997355591652
total_lmp_da,31,3.015080690383911,0.8780116263816885
da_as_total_mw_primary_reserve,9,1.7589035034179688,0.8005114823312033
da_as_total_mw_synchronized_reserve,7,1.6391675472259521,0.8423654853857069
da_as_total_mw_thirty_minutes_reserve,18,2.686107873916626,0.9293295461313884
