target_field,rank,source_field,source_type,attention
net_actual_interchange_mw,1,gen_fuel_nuclear_mw,general,0.24600905179977417
net_actual_interchange_mw,2,gross_sched_interchange_mw,general,0.21157333254814148
net_actual_interchange_mw,3,da_as_as_req_mw_thirty_minutes_reserve,general,0.16800054907798767
net_actual_interchange_mw,4,da_as_as_req_mw_synchronized_reserve,general,0.16001100838184357
net_actual_interchange_mw,5,da_as_as_req_mw_primary_reserve,general,0.15280653536319733
net_actual_interchange_mw,6,total_pjm_rmpcp_cr,general,0.04975598305463791
net_actual_interchange_mw,7,gen_fuel_multiple_fuels_pct,general,0.011843562126159668
gross_actual_interchange_mw,1,gross_inadv_interchange_mw,general,0.5078098773956299
gross_actual_interchange_mw,2,gross_sched_interchange_mw,general,0.12729743123054504
gross_actual_interchange_mw,3,gen_fuel_nuclear_mw,general,0.11935766041278839
gross_actual_interchange_mw,4,total_pjm_reg_purchases,general,0.05341135337948799
gross_actual_interchange_mw,5,gen_fuel_coal_pct,general,0.04079281538724899
gross_actual_interchange_mw,6,total_pjm_assigned_reg,general,0.040792617946863174
gross_actual_interchange_mw,7,gen_fuel_solar_pct,general,0.03862357139587402
gross_actual_interchange_mw,8,da_as_ss_mw_primary_reserve,general,0.028747988864779472
gross_actual_interchange_mw,9,gen_fuel_solar_mw,general,0.02350885048508644
gross_actual_interchange_mw,10,gen_fuel_coal_mw,general,0.019657887518405914
total_gen,1,forecast_load_mw_latest_available,general,0.16351130604743958
total_gen,2,forecast_load_mw_day_ahead,general,0.1545267105102539
total_gen,3,gen_fuel_gas_mw,general,0.11581894755363464
total_gen,4,gen_fuel_nuclear_pct,general,0.08493831753730774
total_gen,5,gen_fuel_coal_mw,general,0.07686446607112885
total_gen,6,gen_fuel_nuclear_mw,general,0.05877334624528885
total_gen,7,gen_fuel_other_renewables_pct,general,0.043327946215867996
total_gen,8,gen_fuel_oil_mw,general,0.03427901864051819
total_gen,9,gen_fuel_coal_pct,general,0.026232106611132622
total_gen,10,gross_inadv_interchange_mw,general,0.02413201704621315
total_gen,11,total_lmp_rt,general,0.023809604346752167
total_gen,12,gen_fuel_oil_pct,general,0.021444547921419144
metered_load_mw,1,forecast_load_mw_latest_available,general,0.17987093329429626
metered_load_mw,2,forecast_load_mw_day_ahead,general,0.1661684811115265
metered_load_mw,3,gen_fuel_gas_mw,general,0.09214528650045395
metered_load_mw,4,gen_fuel_nuclear_pct,general,0.07827040553092957
metered_load_mw,5,gen_fuel_coal_mw,general,0.07028095424175262
metered_load_mw,6,gen_fuel_other_renewables_pct,general,0.050778504461050034
metered_load_mw,7,gen_fuel_nuclear_mw,general,0.044767528772354126
metered_load_mw,8,gen_fuel_oil_mw,general,0.03642050921916962
metered_load_mw,9,total_lmp_rt,general,0.035036951303482056
metered_load_mw,10,gen_fuel_coal_pct,general,0.03242811560630798
metered_load_mw,11,marginal_loss_price_rt,general,0.03067595697939396
metered_load_mw,12,system_energy_price_da,general,0.029040638357400894
total_losses,1,gen_fuel_coal_pct,general,0.16155093908309937
total_losses,2,gen_fuel_nuclear_mw,general,0.15161168575286865
total_losses,3,forecast_load_mw_latest_available,general,0.13229528069496155
total_losses,4,marginal_loss_price_rt,general,0.1225292831659317
total_losses,5,gen_fuel_nuclear_pct,general,0.07482616603374481
total_losses,6,gen_fuel_coal_mw,general,0.07134917378425598
total_losses,7,forecast_load_mw_day_ahead,general,0.05863213539123535
total_losses,8,system_energy_price_da,general,0.04837065562605858
total_losses,9,gross_inadv_interchange_mw,general,0.04339839518070221
total_losses,10,gen_fuel_other_renewables_pct,general,0.036819204688072205
total_losses,11,total_lmp_rt,general,0.03103330172598362
total_losses,12,gen_fuel_wind_mw,general,0.027437955141067505
congestion_price_da,1,forecast_load_mw_latest_available,general,0.4437130093574524
congestion_price_da,2,system_energy_price_da,general,0.26410964131355286
congestion_price_da,3,gen_fuel_oil_mw,general,0.18534313142299652
congestion_price_da,4,gen_fuel_gas_mw,general,0.10683418810367584
congestion_price_rt,1,total_lmp_rt,general,0.2480442225933075
congestion_price_rt,2,total_pjm_rmccp_cr,general,0.16530418395996094
congestion_price_rt,3,marginal_loss_price_rt,general,0.1580495685338974
congestion_price_rt,4,rmccp,general,0.15743398666381836
congestion_price_rt,5,system_energy_price_da,general,0.06247375160455704
congestion_price_rt,6,gen_fuel_multiple_fuels_mw,general,0.06116771697998047
congestion_price_rt,7,gen_fuel_oil_pct,general,0.05347153916954994
congestion_price_rt,8,gen_fuel_multiple_fuels_pct,general,0.0519392192363739
congestion_price_rt,9,gen_fuel_oil_mw,general,0.04211581498384476
marginal_loss_price_da,1,system_energy_price_da,general,0.17066121101379395
