confidential_field,test_r2
metered_load_mw,0.992074191570282
total_gen,0.9912479519844055
total_lmp_da,0.9860807061195374
da_as_total_mw_primary_reserve,0.9503848552703857
da_as_total_mw_synchronized_reserve,0.9146531224250793
total_losses,0.8775454163551331
net_actual_interchange_mw,0.8702639937400818
da_as_total_mw_thirty_minutes_reserve,0.8699542284011841
marginal_loss_price_da,0.8265985250473022
gross_actual_interchange_mw,0.8045287728309631
congestion_price_rt,0.7021186351776123
congestion_price_da,0.6870297193527222
