target_idx,target_field,source_idx,source_field,source_type,gate_lambda,prior
49,congestion_price_da,46,total_gen,confidential,0.13243526220321655,0.23753109574317932
49,congestion_price_da,47,metered_load_mw,confidential,0.12460142374038696,0.2195100486278534
49,congestion_price_da,52,total_lmp_da,confidential,0.1165674477815628,0.2828500270843506
49,congestion_price_da,51,marginal_loss_price_da,confidential,0.10558199882507324,0.25778302550315857
49,congestion_price_da,1,gen_fuel_gas_mw,general,0.09426429867744446,0.23169317841529846
49,congestion_price_da,19,forecast_load_mw_latest_available,general,0.06570668518543243,0.2325902283191681
49,congestion_price_da,5,gen_fuel_oil_mw,general,0.047927774488925934,0.2134404182434082
49,congestion_price_da,38,system_energy_price_da,general,0.02434268221259117,0.23765328526496887
50,congestion_price_rt,47,metered_load_mw,confidential,0.13711990416049957,0.1507900059223175
50,congestion_price_rt,21,rmccp,general,0.1352824568748474,0.8365493416786194
50,congestion_price_rt,27,total_pjm_rmccp_cr,general,0.12607920169830322,0.6157671213150024
50,congestion_price_rt,52,total_lmp_da,confidential,0.12516534328460693,0.16371114552021027
50,congestion_price_rt,39,total_lmp_rt,general,0.08404761552810669,0.32073554396629333
50,congestion_price_rt,15,gen_fuel_oil_pct,general,0.07815326750278473,0.1027010828256607
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,general,0.06607042253017426,0.15899239480495453
50,congestion_price_rt,5,gen_fuel_oil_mw,general,0.05366156995296478,0.14388605952262878
50,congestion_price_rt,13,gen_fuel_multiple_fuels_pct,general,0.051793135702610016,0.14426979422569275
50,congestion_price_rt,38,system_energy_price_da,general,0.027471093460917473,0.19176489114761353
50,congestion_price_rt,40,marginal_loss_price_rt,general,0.02682691439986229,0.3475424647331238
53,da_as_total_mw_primary_reserve,44,net_actual_interchange_mw,confidential,0.1525549590587616,0.3322957456111908
53,da_as_total_mw_primary_reserve,55,da_as_total_mw_thirty_minutes_reserve,confidential,0.13924553990364075,0.47993308305740356
53,da_as_total_mw_primary_reserve,54,da_as_total_mw_synchronized_reserve,confidential,0.1249004602432251,0.30613601207733154
53,da_as_total_mw_primary_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.1136258989572525,0.7120838165283203
