target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,7,0.15759415924549103,0.14426374435424805,0.16977079212665558,0.3524904251098633,0.17588093876838684
gross_actual_interchange_mw,10,0.16727380454540253,0.1618843972682953,0.15478046238422394,0.3610937297344208,0.15496762096881866
total_gen,23,0.19278201460838318,0.1927880346775055,0.19507001340389252,0.22745785117149353,0.19190210103988647
metered_load_mw,21,0.1912955343723297,0.18812820315361023,0.1980436146259308,0.2332751601934433,0.18925748765468597
total_losses,14,0.1853422373533249,0.17083369195461273,0.1576581448316574,0.3176604211330414,0.16850546002388
congestion_price_da,4,0.1543707549571991,0.14005185663700104,0.1418166160583496,0.29274168610572815,0.2710190415382385
congestion_price_rt,9,0.216183602809906,0.19049470126628876,0.19305452704429626,0.17700275778770447,0.22326438128948212
marginal_loss_price_da,16,0.20785263180732727,0.18206489086151123,0.19463379681110382,0.22928175330162048,0.18616695702075958
total_lmp_da,25,0.19103431701660156,0.184468075633049,0.21090072393417358,0.22846204042434692,0.18513479828834534
da_as_total_mw_primary_reserve,8,0.24186968803405762,0.18420371413230896,0.21386902034282684,0.17449414730072021,0.18556338548660278
da_as_total_mw_synchronized_reserve,7,0.16887357831001282,0.1649182140827179,0.1800781935453415,0.31825023889541626,0.16787973046302795
da_as_total_mw_thirty_minutes_reserve,15,0.18628689646720886,0.19002771377563477,0.1901058554649353,0.24241028726100922,0.19116923213005066
