target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,16,2.6305344104766846,0.9487647372206215
gross_actual_interchange_mw,17,2.5640130043029785,0.9049840915376205
total_gen,28,3.1513943672180176,0.9457385816491559
metered_load_mw,27,3.119617462158203,0.94653272870882
total_losses,19,2.849639415740967,0.9678038620952129
congestion_price_da,8,2.0521435737609863,0.9868724523523766
congestion_price_rt,11,2.298572301864624,0.9585791039081387
marginal_loss_price_da,21,2.947960376739502,0.968283347237826
total_lmp_da,32,3.3776063919067383,0.9745711983357432
da_as_total_mw_primary_reserve,11,2.1710615158081055,0.9054029758666033
da_as_total_mw_synchronized_reserve,8,1.8867454528808594,0.9073327694303391
da_as_total_mw_thirty_minutes_reserve,18,2.80967378616333,0.9720804178520023
