target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.746669054031372,0.8976103315352626
gross_actual_interchange_mw,10,1.671939492225647,0.7261140955497232
total_gen,23,2.740377187728882,0.873985725697414
metered_load_mw,21,2.6895949840545654,0.8834209762190951
total_losses,14,2.4247167110443115,0.9187813708457045
congestion_price_da,4,1.2962119579315186,0.9350192818243878
congestion_price_rt,9,2.0767149925231934,0.9451537243593349
marginal_loss_price_da,16,2.5899322032928467,0.9341205864823041
total_lmp_da,25,2.9391565322875977,0.9131003158246851
da_as_total_mw_primary_reserve,8,1.6917903423309326,0.8135791790348929
da_as_total_mw_synchronized_reserve,7,1.5970605611801147,0.8207267750545648
da_as_total_mw_thirty_minutes_reserve,15,2.575577974319458,0.951082063866898
