rho,n_hidden_pairs,mean_realized_chain,frac_recovered_all_gt0.5,frac_recovered_LEAKY_gt0.5,n_hidden_leaky_per_seed,spearman_chain,spearman_pearson,spearman_1hop,missed_risk_fields_per_seed
0.0,528,0.1220232174026983,0.056818181818181816,0.8823529411764706,34.0,0.8949535889829217,0.7793034917945443,,0.0
0.3,3217,0.12057328341267234,0.0587503885607709,0.8590909090909091,11.0,0.8837025293831654,0.782618452051979,,0.0
0.5,5361,0.11314950535981409,0.05484051482932289,0.8212290502793296,17.9,0.8661130984857348,0.7774051644087528,,0.0
0.7,7391,0.10027469664192049,0.04356649979705047,0.6722338204592901,23.95,0.8311420394120637,0.7504408347632205,,0.35
0.9,9522,0.0595422038675089,0.02236925015752993,0.34521880064829824,30.85,0.7423168038383778,0.7221295515042385,,3.45
