field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.8671523332595825,-1.115342289273267,True
gross_actual_interchange_mw,0.2460934792895835,0.2780550718307495,0.03196159254116601,True
total_gen,0.9906449538219424,0.9670776724815369,-0.023567281340405533,True
metered_load_mw,0.9762308832723112,0.9739060271531343,-0.002324856119176877,True
total_losses,0.6540839836602339,0.527929812669754,-0.12615417099047987,True
congestion_price_da,0.0475838272605031,0.06903201341629028,0.021448186155787183,True
congestion_price_rt,0.4561738508473963,0.4535067677497864,-0.0026670830976099347,True
marginal_loss_price_da,0.4407231017762543,0.4163667559623718,-0.024356345813882463,True
total_lmp_da,0.9299314144617218,0.8391186743974686,-0.09081274006425322,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9286043420433998,-0.04662347691436175,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.941545020788908,-0.00029809025673877,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.3761903643608093,-0.08071367364369475,True
