feature,gate,pearson,spearman,kendall,nmi,distance_corr,hsic
forecast_load_mw_latest_available,0.57472503,0.9962495,0.99603736,0.9439202,0.94455713,0.99389875,0.9797198
forecast_load_mw_day_ahead,0.563222,0.9910731,0.99001426,0.9101228,0.7795407,0.98576707,0.9528048
gen_fuel_nuclear_pct,0.49820095,0.9157929,0.8947845,0.7400422,0.40674525,0.88889086,0.6716249
gen_fuel_gas_mw,0.47960153,0.9001508,0.87143594,0.68045336,0.32440087,0.85774195,0.58554536
gen_fuel_coal_mw,0.45902824,0.83593905,0.8203012,0.6263998,0.25433227,0.8133064,0.5005926
marginal_loss_price_rt,0.4186756,0.383846,0.62381804,0.45008993,1.0,0.5790827,0.22191964
gen_fuel_other_renewables_pct,0.41641614,0.7115246,0.69449633,0.5566413,0.27330875,0.6514899,0.2774559
gen_fuel_oil_mw,0.40817872,0.6897307,0.5746353,0.42276496,0.29873294,0.6701672,0.26543105
system_energy_price_da,0.4065703,0.6319502,0.6728354,0.484309,0.30791992,0.622364,0.23970883
total_lmp_rt,0.40401384,0.4430517,0.6133131,0.4395691,0.6499781,0.5571513,0.20503931
gen_fuel_coal_pct,0.3899066,0.57195365,0.59542674,0.40760937,0.120683804,0.5908342,0.22142284
gen_fuel_nuclear_mw,0.38870662,0.53455913,0.56256896,0.36416906,0.15176135,0.5548712,0.23720096
gen_fuel_oil_pct,0.37746304,0.60854566,0.46551484,0.32914698,0.1738094,0.55596477,0.14983505
gross_inadv_interchange_mw,0.35981995,0.4676139,0.442942,0.31396046,0.05285333,0.45640817,0.1089377
gen_fuel_hydro_mw,0.35677567,0.5070257,0.41695204,0.26610446,0.09868651,0.418975,0.0842287
gen_fuel_multiple_fuels_mw,0.3532247,0.45074287,0.3796532,0.27205038,0.078612275,0.41652143,0.08297065
total_pjm_rmccp_cr,0.34810907,0.083447404,0.26639766,0.14825504,0.7385061,0.2339326,0.033025336
da_as_mcp_synchronized_reserve,0.34506416,0.33154383,0.25959063,0.18053597,0.34279734,0.29073763,0.0410569
gen_fuel_gas_pct,0.34098947,0.3751017,0.3655261,0.21388336,0.052748606,0.3076229,0.047837347
da_as_mcp_primary_reserve,0.34098336,0.30979767,0.19822639,0.18031509,0.24320978,0.30975428,0.051527392
da_as_as_req_mw_synchronized_reserve,0.3385724,0.2851434,0.2789638,0.2034175,0.105421126,0.28112698,0.061978433
da_as_as_req_mw_thirty_minutes_reserve,0.3376667,0.2639992,0.24596296,0.23557287,0.085987456,0.2995819,0.061329152
gen_fuel_hydro_pct,0.33717325,0.33298004,0.28956738,0.18908095,0.061120246,0.2902161,0.049952067
gen_fuel_storage_mw,0.337146,0.25886804,0.28504035,0.24863619,0.049295757,0.29618278,0.05854121
gen_fuel_wind_pct,0.33713624,0.32896578,0.3106584,0.2147203,0.0403848,0.301813,0.04397761
da_as_as_req_mw_primary_reserve,0.33590522,0.28266576,0.271354,0.19205296,0.106099404,0.2613007,0.04823871
gen_fuel_other_renewables_mw,0.33550695,0.26000682,0.27033126,0.1817778,0.044275258,0.29111683,0.066084705
total_pjm_reg_purchases,0.33211815,0.2361378,0.24947418,0.17666945,0.041592296,0.2738583,0.053623125
rmccp,0.32946724,0.14241122,0.21374065,0.15735114,0.2287141,0.21306896,0.024861576
total_pjm_loc_credit,0.3254322,0.1605382,0.23524866,0.1598825,0.0691503,0.21649598,0.027074942
gen_fuel_solar_mw,0.32535908,0.23224129,0.22724687,0.15863933,0.034859825,0.19038773,0.024551615
gen_fuel_multiple_fuels_pct,0.32382143,0.21132171,0.20545155,0.13572976,0.030298589,0.20752756,0.02500389
gross_sched_interchange_mw,0.32345954,0.19432764,0.20083758,0.12384487,0.024511239,0.20746416,0.03200777
da_as_nsr_mw_primary_reserve,0.32219476,0.12391487,0.17348059,0.12850216,0.100860015,0.17928003,0.027540112
net_inadv_interchange_mw,0.31947768,0.19494678,0.17716703,0.11531423,0.012740381,0.17259109,0.014904115
gen_fuel_solar_pct,0.31905156,0.075111754,0.17206064,0.102313794,0.071793295,0.1656105,0.031401597
total_pjm_self_sched_reg,0.31625623,0.10217923,0.14341855,0.0878997,0.025611406,0.1513003,0.025891421
gen_fuel_wind_mw,0.31598696,0.17006572,0.15036236,0.08253482,0.017876526,0.13534135,0.010634874
rmpcp,0.31063005,0.04381589,0.12218956,0.08418631,0.044134255,0.09698648,0.0029398398
total_pjm_assigned_reg,0.3103625,0.08776925,0.106704436,0.039971393,0.025951168,0.08758377,0.009952726
total_pjm_rmpcp_cr,0.309871,0.026293011,0.11912635,0.06763512,0.0705522,0.07490196,0.002121839
da_as_ss_mw_thirty_minutes_reserve,0.30844223,0.028291164,0.00042796423,0.018505977,0.06009598,0.11926984,0.02004059
da_as_ss_mw_primary_reserve,0.307848,0.0017569694,0.031428393,0.039425977,0.059519816,0.10475763,0.013414885
da_as_ss_mw_synchronized_reserve,0.30759326,0.026485533,0.0044813994,0.020083863,0.04747614,0.1122528,0.016933143
da_as_ircmwt2_thirty_minutes_reserve,0.30016032,0.0,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_synchronized_reserve,0.30016032,0.0,0.0,0.0,0.0,0.0,0.0
gen_fuel_storage_pct,0.30016032,0.0,0.0,0.0,0.0,0.0,0.0
da_as_mcp_thirty_minutes_reserve,0.30016032,0.0,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_primary_reserve,0.30016032,0.0,0.0,0.0,0.0,0.0,0.0
