rank,field,sensitivity,masked_loss,loss_increase
1,da_as_nsr_mw_primary_reserve,0.25360397989621575,0.5061759352684021,0.10239934921264648
2,marginal_loss_price_rt,0.10008381743387863,0.44418808817863464,0.04041150212287903
3,system_energy_price_da,0.09987958809296443,0.4441056251525879,0.040329039096832275
4,total_lmp_rt,0.08373107741716533,0.4375852346420288,0.03380864858627319
5,forecast_load_mw_latest_available,0.07569313607844533,0.434339702129364,0.0305631160736084
6,gen_fuel_nuclear_mw,0.05033031715554511,0.42409878969192505,0.020322203636169434
7,forecast_load_mw_day_ahead,0.04427016021116443,0.42165184020996094,0.017875254154205322
8,total_pjm_rmccp_cr,0.024629231854108657,0.4137212932109833,0.009944707155227661
9,da_as_as_req_mw_synchronized_reserve,0.022821650878688066,0.4129914343357086,0.009214848279953003
10,gen_fuel_coal_pct,0.020722081731002723,0.41214367747306824,0.008367091417312622
11,da_as_as_req_mw_primary_reserve,0.0184038166898845,0.4112076163291931,0.0074310302734375
12,gen_fuel_coal_mw,0.016062006596452714,0.4102620482444763,0.006485462188720703
13,rmccp,0.013843088390488272,0.40936610102653503,0.005589514970779419
14,gen_fuel_multiple_fuels_pct,0.012000669594716578,0.4086221754550934,0.0048455893993377686
15,gen_fuel_multiple_fuels_mw,0.011830318557914998,0.4085533916950226,0.004776805639266968
16,gen_fuel_oil_mw,0.007729641390401029,0.406897634267807,0.0031210482120513916
17,gen_fuel_hydro_mw,0.006479760776363779,0.4063929617404938,0.002616375684738159
18,gen_fuel_gas_pct,0.004622137338659189,0.40564289689064026,0.0018663108348846436
19,gen_fuel_oil_pct,0.004581320994052918,0.40562641620635986,0.001849830150604248
20,total_pjm_reg_purchases,0.004484336045024635,0.40558725595474243,0.0018106698989868164
21,gross_inadv_interchange_mw,0.0038260340964833433,0.4053214490413666,0.001544862985610962
22,gen_fuel_hydro_pct,0.00364549742576555,0.4052485525608063,0.0014719665050506592
23,total_pjm_rmpcp_cr,0.003538400651762476,0.40520530939102173,0.0014287233352661133
24,da_as_as_req_mw_thirty_minutes_reserve,0.002654760005060341,0.40484851598739624,0.001071929931640625
25,gen_fuel_other_renewables_pct,0.002594827144625816,0.40482431650161743,0.0010477304458618164
26,total_pjm_assigned_reg,0.0023962810922010963,0.40474414825439453,0.000967562198638916
27,gen_fuel_solar_pct,0.0021606091422411967,0.4046489894390106,0.0008724033832550049
28,rmpcp,0.0019236086313357042,0.40455329418182373,0.0007767081260681152
29,gen_fuel_gas_mw,0.001546740176435846,0.40440112352371216,0.000624537467956543
30,da_as_mcp_primary_reserve,0.0015296903109674035,0.4043942391872406,0.0006176531314849854
31,gen_fuel_solar_mw,0.0013768319932827959,0.4043325185775757,0.0005559325218200684
32,total_pjm_loc_credit,0.0013171943686139582,0.4043084383010864,0.0005318522453308105
33,da_as_ss_mw_thirty_minutes_reserve,0.0004347346649745721,0.40395212173461914,0.0001755356788635254
34,da_as_ss_mw_synchronized_reserve,0.00043466085603315025,0.40395209193229675,0.0001755058765411377
35,da_as_ss_mw_primary_reserve,0.0004209323929286901,0.40394654870033264,0.00016996264457702637
36,net_inadv_interchange_mw,3.712589753517993e-05,0.4037915766239166,1.4990568161010742e-05
37,gen_fuel_wind_mw,5.757097430902652e-06,0.40377891063690186,2.3245811462402344e-06
38,total_pjm_self_sched_reg,-0.0002190649381399881,0.40368813276290894,-8.845329284667969e-05
39,gen_fuel_wind_pct,-0.000570174072483628,0.40354636311531067,-0.0002302229404449463
40,gen_fuel_storage_mw,-0.0012024952736444361,0.4032910466194153,-0.00048553943634033203
41,gross_sched_interchange_mw,-0.004234271351487479,0.4020668864250183,-0.0017096996307373047
42,gen_fuel_nuclear_pct,-0.004262983029700571,0.4020552933216095,-0.0017212927341461182
43,gen_fuel_other_renewables_mw,-0.005428942877341201,0.4015845060348511,-0.002192080020904541
44,da_as_mcp_synchronized_reserve,-0.005945531658352581,0.4013759195804596,-0.0024006664752960205
