confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9585811719298363,0.017909858375787735,True
da_as_total_mw_primary_reserve,0.9547366164624691,0.06258458644151688,True
total_lmp_da,0.9177004918456078,0.03574348986148834,True
total_gen,0.9124466329813004,0.04004981741309166,True
da_as_total_mw_synchronized_reserve,0.880552813410759,0.10060186684131622,True
marginal_loss_price_da,0.48370134830474854,0.28277406096458435,True
congestion_price_rt,0.4494553804397583,0.8997586369514465,True
total_losses,0.35288554430007935,0.5681082606315613,True
da_as_total_mw_thirty_minutes_reserve,0.3017129898071289,0.5011131763458252,True
gross_actual_interchange_mw,0.17679673433303833,0.4806350767612457,True
congestion_price_da,0.15020936727523804,1.4403098821640015,True
net_actual_interchange_mw,-0.798809289932251,1.3987340927124023,True
