target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,19,2.543811798095703,0.8639376859546422
gross_actual_interchange_mw,19,2.2542343139648438,0.7655904333269657
total_gen,27,2.7793118953704834,0.8432795700655995
metered_load_mw,30,2.7973837852478027,0.8224702865908738
total_losses,22,2.6735153198242188,0.8649235201928502
congestion_price_da,20,2.930415630340576,0.978196768853471
congestion_price_rt,19,2.5093977451324463,0.8522498726880893
marginal_loss_price_da,23,2.8308401107788086,0.9028369742790094
total_lmp_da,29,2.992591381072998,0.8887224444087584
da_as_total_mw_primary_reserve,18,2.0988481044769287,0.7261516096478303
da_as_total_mw_synchronized_reserve,15,2.018770456314087,0.7454701007730293
da_as_total_mw_thirty_minutes_reserve,24,2.8434507846832275,0.8947144814006864
