target_field,rank,source_field,source_type,attention
net_actual_interchange_mw,1,gross_sched_interchange_mw,general,0.2117907702922821
net_actual_interchange_mw,2,da_as_as_req_mw_thirty_minutes_reserve,general,0.11800651252269745
net_actual_interchange_mw,3,da_as_as_req_mw_synchronized_reserve,general,0.11354035139083862
net_actual_interchange_mw,4,da_as_as_req_mw_primary_reserve,general,0.10211552679538727
net_actual_interchange_mw,5,gen_fuel_nuclear_mw,general,0.09927612543106079
net_actual_interchange_mw,6,gen_fuel_multiple_fuels_pct,general,0.06947040557861328
net_actual_interchange_mw,7,gen_fuel_gas_mw,general,0.03814882040023804
net_actual_interchange_mw,8,total_pjm_rmpcp_cr,general,0.03690241277217865
net_actual_interchange_mw,9,total_pjm_assigned_reg,general,0.031094815582036972
net_actual_interchange_mw,10,gen_fuel_gas_pct,general,0.027169251814484596
net_actual_interchange_mw,11,system_energy_price_da,general,0.025098426267504692
net_actual_interchange_mw,12,forecast_load_mw_latest_available,general,0.02330225333571434
gross_actual_interchange_mw,1,gross_inadv_interchange_mw,general,0.4112144708633423
gross_actual_interchange_mw,2,gross_sched_interchange_mw,general,0.1088704764842987
gross_actual_interchange_mw,3,gen_fuel_solar_pct,general,0.06109348684549332
gross_actual_interchange_mw,4,gen_fuel_solar_mw,general,0.04510793834924698
gross_actual_interchange_mw,5,gen_fuel_nuclear_mw,general,0.04261156916618347
gross_actual_interchange_mw,6,gen_fuel_coal_pct,general,0.041768185794353485
gross_actual_interchange_mw,7,forecast_load_mw_latest_available,general,0.040196292102336884
gross_actual_interchange_mw,8,total_pjm_assigned_reg,general,0.03221277892589569
gross_actual_interchange_mw,9,forecast_load_mw_day_ahead,general,0.03132948279380798
gross_actual_interchange_mw,10,total_pjm_reg_purchases,general,0.030374566093087196
gross_actual_interchange_mw,11,marginal_loss_price_rt,general,0.029020458459854126
gross_actual_interchange_mw,12,gen_fuel_coal_mw,general,0.026486583054065704
total_gen,1,forecast_load_mw_latest_available,general,0.14026466012001038
total_gen,2,forecast_load_mw_day_ahead,general,0.13753966987133026
total_gen,3,gen_fuel_nuclear_pct,general,0.12026043236255646
total_gen,4,gen_fuel_gas_mw,general,0.09895128756761551
total_gen,5,gen_fuel_coal_mw,general,0.07341139018535614
total_gen,6,gen_fuel_other_renewables_pct,general,0.05721587687730789
total_gen,7,gen_fuel_coal_pct,general,0.045920614153146744
total_gen,8,gen_fuel_nuclear_mw,general,0.04221111163496971
total_gen,9,gen_fuel_oil_mw,general,0.03609637916088104
total_gen,10,system_energy_price_da,general,0.03351369500160217
total_gen,11,gen_fuel_oil_pct,general,0.029952840879559517
total_gen,12,total_lmp_rt,general,0.028049690648913383
metered_load_mw,1,forecast_load_mw_latest_available,general,0.14955316483974457
metered_load_mw,2,forecast_load_mw_day_ahead,general,0.13899260759353638
metered_load_mw,3,gen_fuel_nuclear_pct,general,0.11079331487417221
metered_load_mw,4,gen_fuel_gas_mw,general,0.08537238836288452
metered_load_mw,5,gen_fuel_coal_mw,general,0.0699400007724762
metered_load_mw,6,gen_fuel_other_renewables_pct,general,0.054173294454813004
metered_load_mw,7,system_energy_price_da,general,0.04621049389243126
metered_load_mw,8,gen_fuel_coal_pct,general,0.043482303619384766
metered_load_mw,9,gen_fuel_oil_mw,general,0.04044221341609955
metered_load_mw,10,total_lmp_rt,general,0.039004430174827576
metered_load_mw,11,gen_fuel_nuclear_mw,general,0.034080587327480316
metered_load_mw,12,marginal_loss_price_rt,general,0.034038469195365906
total_losses,1,gen_fuel_coal_pct,general,0.12683331966400146
total_losses,2,forecast_load_mw_latest_available,general,0.11960184574127197
total_losses,3,forecast_load_mw_day_ahead,general,0.1147228479385376
total_losses,4,marginal_loss_price_rt,general,0.10997723042964935
