field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.8354499340057373,-1.0836398900194217,True
gross_actual_interchange_mw,0.2460934792895835,0.3269538879394531,0.08086040864986963,True
total_gen,0.9906449538219424,0.9471294023096561,-0.043515551512286255,True
metered_load_mw,0.9762308832723112,0.965587954968214,-0.010642928304097188,True
total_losses,0.6540839836602339,0.6962979435920715,0.04221395993183763,True
congestion_price_da,0.0475838272605031,0.24335914850234985,0.19577532124184677,True
congestion_price_rt,0.4561738508473963,0.4479116201400757,-0.008262230707320628,True
marginal_loss_price_da,0.4407231017762543,0.48900628089904785,0.04828317912279356,True
total_lmp_da,0.9299314144617218,0.8647546470165253,-0.06517676744519652,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9596734158694744,-0.01555440308828715,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.8917837217450142,-0.050059389300632584,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.37083351612091064,-0.08607052188359343,True
