target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,19,0.20000003278255463,0.20000003278255463,0.20000003278255463,0.20000003278255463,0.20000003278255463
gross_actual_interchange_mw,19,0.20000003278255463,0.20000003278255463,0.20000003278255463,0.20000003278255463,0.20000003278255463
total_gen,27,0.19999997317790985,0.19999997317790985,0.19999997317790985,0.19999997317790985,0.19999997317790985
metered_load_mw,30,0.19999995827674866,0.19999995827674866,0.19999995827674866,0.19999995827674866,0.19999995827674866
total_losses,22,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
congestion_price_da,20,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343
congestion_price_rt,19,0.20000003278255463,0.20000003278255463,0.20000003278255463,0.20000003278255463,0.20000003278255463
marginal_loss_price_da,23,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
total_lmp_da,29,0.19999995827674866,0.19999995827674866,0.19999995827674866,0.19999995827674866,0.19999995827674866
da_as_total_mw_primary_reserve,18,0.20000003278255463,0.20000003278255463,0.20000003278255463,0.20000003278255463,0.20000003278255463
da_as_total_mw_synchronized_reserve,15,0.20000003278255463,0.20000003278255463,0.20000003278255463,0.20000003278255463,0.20000003278255463
da_as_total_mw_thirty_minutes_reserve,24,0.19999998807907104,0.19999998807907104,0.19999998807907104,0.19999998807907104,0.19999998807907104
