confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.990697979927063,0.009698372334241867,True
total_gen,0.9882866144180298,0.01232939213514328,True
total_lmp_da,0.9847821593284607,0.01738015189766884,True
da_as_total_mw_primary_reserve,0.9504064321517944,0.05216364189982414,True
da_as_total_mw_synchronized_reserve,0.9155465364456177,0.08709288388490677,True
da_as_total_mw_thirty_minutes_reserve,0.8646112680435181,0.14070940017700195,True
total_losses,0.8506684899330139,0.14894597232341766,True
net_actual_interchange_mw,0.8349615335464478,0.16746701300144196,True
gross_actual_interchange_mw,0.7978036403656006,0.21040436625480652,True
marginal_loss_price_da,0.7785871624946594,0.21745839715003967,True
congestion_price_rt,0.6342616081237793,0.4086914658546448,True
congestion_price_da,0.592770516872406,0.44173866510391235,True
