epoch,loss,test_r2
1,0.23412917360459287,0.9469994954346908
2,0.008536899156154019,0.9810598760290633
3,0.004957352437453183,0.983867832648529
4,0.004188897302927084,0.9879832754716859
5,0.0035802797418615045,0.9901882442135135
6,0.00324031500332908,0.990581380549719
7,0.0030838391747852983,0.9910407453959693
8,0.0036898204338094687,0.991958283292884
9,0.002830058117248288,0.991144547359652
10,0.0028440890531799836,0.9907098167965124
11,0.003407733082201451,0.9903095753990866
12,0.002950658583715898,0.9913861044228628
13,0.0027869514712732133,0.9917536750665777
14,0.003515368734686274,0.9910681040325257
15,0.0026996266553986426,0.9920699286252288
16,0.0024294895460174235,0.992340579812986
17,0.002456749949952987,0.9921674031064491
18,0.0023508382637955284,0.9916926018497788
19,0.002365826807712039,0.9919983788294611
20,0.0024466009259853324,0.9924108844645523
21,0.002359926868570314,0.9921460015594588
22,0.0026859461598855243,0.9917058789493335
23,0.0024511944396276722,0.9911122226804948
24,0.0024168839610126465,0.9924562568781473
25,0.0023897897939040374,0.9919953055971331
26,0.0024269004745757607,0.9926478736430734
27,0.0023446228412579593,0.9922740137272267
28,0.002251116916129034,0.9918205789496718
29,0.0023328342919395257,0.990851002660602
30,0.0024062729744691418,0.9895021835029737
31,0.0025182406069311106,0.9892449823898342
32,0.002396869331759881,0.9925971679973414
33,0.0020517555679955848,0.99136209788664
34,0.0021440478261840873,0.9910828028289311
35,0.0020979907901608917,0.9919388359942701
36,0.0019520551368134888,0.9915843985533254
37,0.0019940917601290087,0.9919890954165893
38,0.00200540510954582,0.9920010472666728
39,0.0019818362274917362,0.9903400455036173
40,0.001988493947984149,0.9904454324498794
41,0.002014093626222518,0.9905115990820353
42,0.001929416580627498,0.9915718413124835
43,0.0020242960609019346,0.9908868477431312
44,0.002053218555623946,0.9878950179982913
45,0.00203530328320637,0.9883468644891943
46,0.002242074084370376,0.9898258034297517
47,0.0019804462588490007,0.989926478759459
48,0.0019873287773278614,0.9882787114564383
49,0.0019271135113316856,0.9895281512706885
50,0.001924390143387394,0.9907593039085572
51,0.0020634833501107547,0.9886520698226157
52,0.0017763366731368515,0.9889000253132485
53,0.0018219791137991839,0.988534670442853
54,0.0018173932601787048,0.9870958358848558
55,0.001746039621778615,0.9886458650161949
56,0.002005484549447758,0.9883135381114457
57,0.0017514875032152283,0.9868834768033925
58,0.0016542939420313187,0.9867571485861637
59,0.001622593038838748,0.986755864157844
60,0.0016447908498057628,0.9871022000068643
61,0.001602642888790124,0.986824208886569
62,0.0015936800635942858,0.9870272716721127
63,0.0015766045629348794,0.9879039597395132
64,0.0016253614658915084,0.9849784131904165
65,0.001650311236193225,0.9868369491968451
66,0.0016247223537483309,0.9845943742024234
67,0.0016312022049184123,0.9867285509007893
68,0.0015835272361945413,0.9881375071099368
69,0.0016701690338075705,0.9870687494182704
70,0.0017528443397384257,0.9875218361195108
71,0.001841936357208787,0.986162923322424
72,0.0017461850537523016,0.9890987463081146
73,0.0016859042613456647,0.982083034671574
74,0.0015906988777067154,0.9847487667726754
75,0.0015181466037637158,0.9837862867227483
76,0.0016103273419212532,0.9876000542689489
77,0.0015111621267260074,0.9850464225235624
78,0.0014903765292965795,0.9840119723716645
79,0.0015947417936555735,0.9859894412369598
80,0.0014945366387957171,0.9869868059416261
81,0.001471631790268911,0.985584856778737
82,0.0014579774371718298,0.9836189679603884
