field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9484992027282715,-2.196689158741956,False
gross_actual_interchange_mw,0.2460934792895835,-0.5551137924194336,-0.8012072717090171,False
total_gen,0.9906449538219424,0.9412842318415642,-0.04936072198037822,True
metered_load_mw,0.9762308832723112,0.9660252295434475,-0.010205653728863728,True
total_losses,0.6540839836602339,0.6911635100841522,0.03707952642391832,True
congestion_price_da,0.0475838272605031,0.3010016679763794,0.2534178407158763,True
congestion_price_rt,0.4561738508473963,0.47103190422058105,0.014858053373184743,True
marginal_loss_price_da,0.4407231017762543,0.4962126612663269,0.055489559490072615,True
total_lmp_da,0.9299314144617218,0.7502532303333282,-0.17967818412839354,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.954594187438488,-0.020633631519273554,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.915219746530056,-0.026623364515590775,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.37485742568969727,-0.08204661231480681,True
