confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9738786071538925,0.011295114643871784,True
da_as_total_mw_primary_reserve,0.9656718671321869,0.04746467247605324,True
total_gen,0.9551447741687298,0.020518269389867783,True
da_as_total_mw_synchronized_reserve,0.9422681368887424,0.04862343892455101,True
total_lmp_da,0.8700570315122604,0.05643551051616669,True
total_losses,0.5587879419326782,0.38734447956085205,True
congestion_price_rt,0.48291951417922974,0.8450680375099182,True
marginal_loss_price_da,0.472625195980072,0.2888404130935669,True
da_as_total_mw_thirty_minutes_reserve,0.37973421812057495,0.445122629404068,True
congestion_price_da,0.10864514112472534,1.5107570886611938,True
gross_actual_interchange_mw,0.011664927005767822,0.5770488381385803,True
net_actual_interchange_mw,-0.5379279851913452,1.1958757638931274,True
