experiment,run_dir,architecture,best_test_loss_targets,final_test_mse_targets,final_test_mse_all,final_test_mse_excluded,excluded_targets,r2_congestion_price_da,r2_congestion_price_rt,r2_total_losses,r2_marginal_loss_price_da,r2_da_as_total_mw_thirty_minutes_reserve
baseline_gcn,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation4/outputs/run_20260521_051829_baseline_gcn,gcn,0.4816916584968567,0.4816916584968567,0.4816916584968567,,,0.19901782274246216,0.47654861211776733,0.4482267498970032,0.4198299050331116,0.3870720863342285
gat,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation4/outputs/run_20260521_052604_gat,gat,0.4726758599281311,0.4726758599281311,0.4726758599281311,,,0.20369493961334229,0.4671436548233032,0.39219582080841064,0.485066294670105,0.2885668873786926
gat_loss_mask,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation4/outputs/run_20260521_053113_gat_loss_mask,gat,0.3625175952911377,0.3625175952911377,0.5576378703117371,1.5332392454147339,"net_actual_interchange_mw,gross_actual_interchange_mw",0.21370857954025269,0.4630134701728821,0.4671440124511719,0.501074343919754,0.29204219579696655
loss_mask_gcn,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation4/outputs/run_20260521_052210_loss_mask_gcn,gcn,0.3773197829723358,0.3773197829723358,0.5748030543327332,1.5622196197509766,"net_actual_interchange_mw,gross_actual_interchange_mw",0.15012753009796143,0.4478952884674072,0.48285096883773804,0.45918548107147217,0.3175235390663147
