epoch,train_loss,test_loss,test_mse_all,test_mse_excluded
1,0.38187442993183857,0.19123010337352753,0.19123010337352753,
2,0.16407859357068627,0.16851216554641724,0.16851216554641724,
3,0.1634651416428444,0.18149477243423462,0.18149477243423462,
4,0.15767593355473933,0.18502222001552582,0.18502222001552582,
5,0.14154929468823457,0.18449261784553528,0.18449261784553528,
6,0.13645440043577522,0.18234077095985413,0.18234077095985413,
7,0.131134770071878,0.1302490532398224,0.1302490532398224,
8,0.11339016103827634,0.11347173899412155,0.11347173899412155,
9,0.09998967069755013,0.08088444918394089,0.08088444918394089,
10,0.10867547394014127,0.0774461179971695,0.0774461179971695,
11,0.08724986790383296,0.09670067578554153,0.09670067578554153,
12,0.08061303618843194,0.060773108154535294,0.060773108154535294,
13,0.08063523498956195,0.04764343053102493,0.04764343053102493,
14,0.07362351238997082,0.04841441661119461,0.04841441661119461,
15,0.0708228072687727,0.04718439280986786,0.04718439280986786,
16,0.06907973174508243,0.06188672035932541,0.06188672035932541,
17,0.06670372784429969,0.0716131404042244,0.0716131404042244,
18,0.06242620708665626,0.044059306383132935,0.044059306383132935,
19,0.060042210886046686,0.042182520031929016,0.042182520031929016,
20,0.04230322190746097,0.033125899732112885,0.033125899732112885,
21,0.04729172937437246,0.02967102639377117,0.02967102639377117,
22,0.0452893224781662,0.030864693224430084,0.030864693224430084,
23,0.04967788271127014,0.03122152015566826,0.03122152015566826,
24,0.05577663783983328,0.03787543252110481,0.03787543252110481,
25,0.0493351743404552,0.030255373567342758,0.030255373567342758,
26,0.04441100674666956,0.04289724677801132,0.04289724677801132,
27,0.05073326732009474,0.03087848797440529,0.03087848797440529,
28,0.043556891833905896,0.029542183503508568,0.029542183503508568,
29,0.04262292638378846,0.026984302327036858,0.026984302327036858,
30,0.05454278189999835,0.06572392582893372,0.06572392582893372,
31,0.04731928983345664,0.04524119943380356,0.04524119943380356,
32,0.04453101263869222,0.0331386923789978,0.0331386923789978,
33,0.03762617333181077,0.029576733708381653,0.029576733708381653,
34,0.03762948728743092,0.03260064870119095,0.03260064870119095,
35,0.04489904665484567,0.02602127008140087,0.02602127008140087,
36,0.0379989098572418,0.034220144152641296,0.034220144152641296,
37,0.03746693336507754,0.025227688252925873,0.025227688252925873,
38,0.0340919315288934,0.031429871916770935,0.031429871916770935,
39,0.04019840597606324,0.024525970220565796,0.024525970220565796,
40,0.0403508005006611,0.047516029328107834,0.047516029328107834,
41,0.044298087153969365,0.026554325595498085,0.026554325595498085,
42,0.03583645941898646,0.024306289851665497,0.024306289851665497,
43,0.034500876945717636,0.03110496513545513,0.03110496513545513,
44,0.03270820209155365,0.02099275402724743,0.02099275402724743,
45,0.03185164516860297,0.0414140410721302,0.0414140410721302,
46,0.032211907812341234,0.024010049179196358,0.024010049179196358,
47,0.032470159317042266,0.04257351532578468,0.04257351532578468,
48,0.041273110212324285,0.029877642169594765,0.029877642169594765,
49,0.03638472312793061,0.028294576331973076,0.028294576331973076,
50,0.0302479514875708,0.024496087804436684,0.024496087804436684,
51,0.029342362603205538,0.031361036002635956,0.031361036002635956,
52,0.03341274400030406,0.024307232350111008,0.024307232350111008,
53,0.031123181779443322,0.031214555725455284,0.031214555725455284,
54,0.0284335778765973,0.02375643700361252,0.02375643700361252,
55,0.04244855585542347,0.043701913207769394,0.043701913207769394,
56,0.028940366638313324,0.022005712613463402,0.022005712613463402,
57,0.033449045088776164,0.026316914707422256,0.026316914707422256,
58,0.031741840604552256,0.02694014646112919,0.02694014646112919,
59,0.0345912289566842,0.026344576850533485,0.026344576850533485,
60,0.029373749295453746,0.039068836718797684,0.039068836718797684,
61,0.031606744219889744,0.02418840117752552,0.02418840117752552,
62,0.040257205046091524,0.02337762713432312,0.02337762713432312,
63,0.03340519580557394,0.03680792078375816,0.03680792078375816,
