general_field,mask_norm,single_norm,attn_norm,ig_norm,lrp_norm,shapley_norm
gen_fuel_coal_mw,0.10127973362611267,0.15457201579912988,0.4304065942748971,0.11723381,0.31457064,0.16452490766906688
gen_fuel_gas_mw,0.10986945305837625,0.22835620605411502,0.3860632225937638,0.11225528,0.299447,0.21310688237072745
gen_fuel_hydro_mw,0.004840632983883455,0.00021608983133513895,0.05481381731249338,0.06898434,0.102833934,0.004707463327086174
gen_fuel_multiple_fuels_mw,0.009787557499000052,0.01705431193498148,0.19186044830444218,0.078891285,0.10275165,0.04376961465862736
gen_fuel_nuclear_mw,0.1395300608378538,0.07334908836549034,0.5393439685013425,0.5229935,0.682075,0.20585047174562238
gen_fuel_oil_mw,0.0380013740167277,0.011555734086400897,0.17938931002540268,0.062368017,0.08041339,0.044973263583024205
gen_fuel_other_renewables_mw,0.01530059733414311,0.0028180233753885616,0.10561866719119598,0.14601459,0.17359191,0.01656693248873942
gen_fuel_solar_mw,0.001600964357403263,0.00014977664753684702,0.021970040466091367,0.021347862,0.07066145,0.004331386146267666
gen_fuel_storage_mw,0.0035625015293745503,0.0012080410188493981,0.01467752375092255,0.0185712,0.030168287,0.006411353320830871
gen_fuel_wind_mw,0.035246063793302564,0.02335863159366514,0.06072444726883304,0.18187428,0.15025692,0.041006981238538805
gen_fuel_coal_pct,0.046329611523668435,0.020203334629198922,0.2108055559758515,0.13184783,0.14893222,0.06821834879992238
gen_fuel_gas_pct,0.019737066167549833,0.0014198357012586863,0.04811295957257586,0.11027984,0.12592496,0.016592115118961574
gen_fuel_hydro_pct,0.0017617170926064215,0.0036369298273930804,0.020896096123358535,0.03387618,0.07136846,0.00954612618788295
gen_fuel_multiple_fuels_pct,0.014053520652329277,0.011864810901985823,0.12459412863408868,0.07574299,0.085273206,0.03582831790180587
gen_fuel_nuclear_pct,0.07456754849084687,0.00047184598691535535,0.43193008293279134,0.25566164,0.3269094,0.011363925615709654
gen_fuel_oil_pct,0.016783174197962304,0.009144047070419567,0.14977840317810964,0.06894347,0.08162135,0.024867174763959755
gen_fuel_other_renewables_pct,0.014274158877678923,0.0,0.18120609798947243,0.10441321,0.1529987,-0.0034424714736676033
gen_fuel_solar_pct,0.0033241362178702883,0.0,0.029545676920205977,0.033560265,0.12400606,0.0042243748235766656
gen_fuel_wind_pct,0.0011338302659628166,0.0,0.04194740753069421,0.041415296,0.08317696,0.0030608254167598515
forecast_load_mw_latest_available,0.2378070662947562,1.0,0.7463993584603047,1.0,1.0,0.6891884055614921
forecast_load_mw_day_ahead,0.1899261990030154,0.9182735664016579,0.6883893755915665,0.9245538,0.90580976,0.5992969145991084
rmccp,0.018621723269008062,0.007296527606690073,0.129888075195984,0.022478174,0.03450204,0.012573763977243167
rmpcp,0.00022262453971113252,5.241956141699833e-05,0.002699058978445544,0.0030476523,0.0053471117,0.00027431021646189593
total_pjm_loc_credit,0.004673229133879435,0.0,0.017252367947224283,0.019117638,0.027180392,0.0014347531154851895
total_pjm_reg_purchases,0.0014778333059756099,0.0035259440022679957,0.028383558696006686,0.041920345,0.068989016,0.006924399935067342
total_pjm_self_sched_reg,2.3036726227265896e-05,0.0,0.0001574924177302255,0.015363119,0.02239653,0.0008824865957376318
total_pjm_assigned_reg,0.0051559798333421164,0.0020717817672404916,0.07907667710681737,0.09168871,0.08227204,0.013751788709531601
total_pjm_rmccp_cr,0.010442621321190369,0.0003213083508680352,0.08624497536225305,0.019871125,0.031431172,0.005618836986528432
total_pjm_rmpcp_cr,0.00034322850041288805,0.0,0.012847056205333052,0.004243274,0.004331511,0.0014716486080354897
da_as_mcp_primary_reserve,0.009744607726903099,0.08091716784911926,0.16494202438052585,0.07330476,0.07921062,0.03157049558674326
da_as_mcp_synchronized_reserve,0.026669421394644212,0.008757408936561075,0.2417471533357206,0.10303841,0.11284234,0.03162218371601635
da_as_as_req_mw_primary_reserve,0.09488946236887953,0.16089360857703264,0.5996874343287621,0.6151171,0.83892393,0.1935835529601368
da_as_as_req_mw_synchronized_reserve,0.09807306012957127,0.16959479477925263,0.6244432003685154,0.6311601,0.8607562,0.20399682500289668
da_as_as_req_mw_thirty_minutes_reserve,0.09546883879576053,0.08153998045705305,0.45544658122891163,0.2396801,0.46187755,0.16231589063150323
da_as_ss_mw_primary_reserve,0.0006081885411848778,0.00015534492313319605,0.004983460830101258,0.008622197,0.015936669,0.001312055794637349
da_as_ss_mw_synchronized_reserve,0.00052591563164759,0.00014846507254920492,0.0,0.011672869,0.01323389,0.0007401779164770963
da_as_ss_mw_thirty_minutes_reserve,0.0004905600131841094,0.00014555214836075808,0.0,0.011820845,0.013256331,0.0007994065915412328
da_as_nsr_mw_primary_reserve,0.5951658072299711,0.5530720926400644,1.0,0.8091125,0.70439374,0.6799088729992858
system_energy_price_da,1.0,0.7615529156777687,0.974118042631456,0.72583896,0.921478,1.0
total_lmp_rt,0.08622514235676798,0.08912878025710819,0.4906136152342141,0.10304798,0.22309971,0.07615829687109005
marginal_loss_price_rt,0.12445318495598628,0.02239155476540542,0.6098804510279597,0.58798707,0.6205151,0.2219293133846012
net_inadv_interchange_mw,0.00011758657147764401,0.00013469169785998493,0.0,0.006750609,0.00836327,-0.00015536234580517077
gross_sched_interchange_mw,0.13229311529702906,0.0,0.35735438847783946,0.15816204,0.28655505,0.11630014568512509
gross_inadv_interchange_mw,0.3074073394061944,0.24700732286184157,0.5640804009286858,0.4505777,0.61933917,0.3059305681864712
