数据,目标,变体,集合误差,偏差,字段最大高估,边际99分位,M2偏差,M2误差,边际误差,共模相关,共模占比,严重低估,严重高估
PJM-gen/ic,total_gen,random_cy,0.04552837833762169,-0.04410681873559952,0.08972742408514023,0.1348118931055069,-0.03681526364137729,0.037641821118692555,0.02754214033484459,0.6962858811590839,0.6926665306091309,245,0
PJM-gen/ic,net_actual_interchange_mw,random_cy,0.047965019941329956,-0.047169264405965805,0.036716658622026443,0.028948284685611725,-0.021498174717028935,0.021693270653486252,0.02663050778210163,0.6941212060677944,0.6755001544952393,26,0
PJM-gen/ic,total_gen,uniform_cy,0.05713549256324768,-0.05608826130628586,0.09398160129785538,0.14282304048538208,-0.04356806259602308,0.045132408849895,0.03252239525318146,0.7098909681483812,0.7083311080932617,318,0
PJM-gen/ic,net_actual_interchange_mw,uniform_cy,0.057751208543777466,-0.05720098316669464,0.04433806613087654,0.03476814925670624,-0.026247813366353512,0.02707312225053708,0.029468564316630363,0.7202705508405031,0.706134021282196,115,0
PJM-gen/ic,total_gen,recon_cy,0.042882148176431656,-0.04070604220032692,0.08974301815032959,0.12899795174598694,-0.03816739500810703,0.03939212393015623,0.026154333725571632,0.7007395563238683,0.6998863220214844,220,0
PJM-gen/ic,net_actual_interchange_mw,recon_cy,0.044986408203840256,-0.04359007999300957,0.04156244173645973,0.03359553962945938,-0.017349195045729477,0.019475719891488552,0.024453768506646156,0.7046207162110766,0.68583083152771,20,0
PJM-gen/ic,total_gen,recon+random_cy,0.03843202441930771,-0.03608819097280502,0.0930154025554657,0.11034703254699707,-0.03377348277717829,0.03424410242587328,0.02425820752978325,0.6837627967588779,0.679274320602417,155,0
PJM-gen/ic,net_actual_interchange_mw,recon+random_cy,0.03972829133272171,-0.03800392150878906,0.041448745876550674,0.03312379866838455,-0.014078479881087938,0.015742892399430275,0.023189356550574303,0.6765617829768827,0.6557493209838867,11,0
PJM-gen/ic,total_gen,uniformE_cy,0.05220025032758713,-0.05067984759807587,0.08548877388238907,0.13074637949466705,-0.04259593288103739,0.042916104197502136,0.030035285279154778,0.7110810715092711,0.7094718217849731,303,0
PJM-gen/ic,net_actual_interchange_mw,uniformE_cy,0.053421515971422195,-0.05252159386873245,0.042330071330070496,0.03114713728427887,-0.02470068757732709,0.025777472803990047,0.027921026572585106,0.7174728817840625,0.700203537940979,72,0
