confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9690415933728218,0.013400624506175518,True
da_as_total_mw_primary_reserve,0.966735377907753,0.046060867607593536,True
total_gen,0.9577630944550037,0.01932595670223236,True
da_as_total_mw_synchronized_reserve,0.9401181824505329,0.05032428726553917,True
total_lmp_da,0.887552909553051,0.048887986689805984,True
total_losses,0.6648853123188019,0.29435327649116516,True
marginal_loss_price_da,0.48149794340133667,0.28433457016944885,True
congestion_price_rt,0.46472853422164917,0.8757895827293396,True
da_as_total_mw_thirty_minutes_reserve,0.3623504638671875,0.4581502377986908,True
congestion_price_da,0.25424301624298096,1.2658816576004028,True
gross_actual_interchange_mw,0.06309628486633301,0.5476952195167542,True
net_actual_interchange_mw,-1.1635336875915527,1.6709126234054565,True
