target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,7,0.2021685391664505,0.18707582354545593,0.18405911326408386,0.21656593680381775,0.21013060212135315
gross_actual_interchange_mw,10,0.19501909613609314,0.18994970619678497,0.18642140924930573,0.24159109592437744,0.18701867759227753
total_gen,23,0.1969238519668579,0.19780059158802032,0.19640694558620453,0.21149204671382904,0.19737660884857178
metered_load_mw,21,0.19472746551036835,0.19653797149658203,0.19837579131126404,0.21427714824676514,0.19608163833618164
total_losses,14,0.18570993840694427,0.1825707107782364,0.17841382324695587,0.27258095145225525,0.1807246059179306
congestion_price_da,4,0.20364554226398468,0.1657140702009201,0.1804957091808319,0.23375247418880463,0.21639223396778107
congestion_price_rt,9,0.18617570400238037,0.18063855171203613,0.19443821907043457,0.22008338570594788,0.21866418421268463
marginal_loss_price_da,16,0.18176525831222534,0.1943899393081665,0.22668412327766418,0.18841657042503357,0.2087441086769104
total_lmp_da,25,0.19680984318256378,0.19410672783851624,0.21184183657169342,0.20374515652656555,0.1934964805841446
da_as_total_mw_primary_reserve,8,0.24088671803474426,0.1683080792427063,0.27684980630874634,0.14831094443798065,0.16564446687698364
da_as_total_mw_synchronized_reserve,7,0.18981146812438965,0.18811431527137756,0.19576464593410492,0.23557712137699127,0.1907324641942978
da_as_total_mw_thirty_minutes_reserve,15,0.2072446048259735,0.1861335188150406,0.20864446461200714,0.21648703515529633,0.18149039149284363
