target_idx,target_field,source_idx,source_field,source_type,prior,corr_pearson,corr_spearman,corr_kendall,corr_nmi,corr_distance_corr
49,congestion_price_da,19,forecast_load_mw_latest_available,general,0.30535566806793213,0.35791346430778503,0.20353685319423676,0.16338692605495453,0.14353172481060028,0.42032766342163086
49,congestion_price_da,38,system_energy_price_da,general,0.2690582871437073,0.3317148983478546,0.18383361399173737,0.10419522225856781,0.219191312789917,0.4478509724140167
49,congestion_price_da,5,gen_fuel_oil_mw,general,0.23007145524024963,0.34656307101249695,0.15995657444000244,0.10984385758638382,0.13562051951885223,0.45482492446899414
49,congestion_price_da,1,gen_fuel_gas_mw,general,0.21767187118530273,0.33504968881607056,0.2437940090894699,0.17732825875282288,0.1270899772644043,0.3957001566886902
50,congestion_price_rt,39,total_lmp_rt,general,0.5407694578170776,0.5256344676017761,0.597611665725708,0.436840295791626,0.23382802307605743,0.6620169878005981
50,congestion_price_rt,21,rmccp,general,0.46218615770339966,0.2805345058441162,0.36888736486434937,0.305536150932312,1.0,0.45376378297805786
50,congestion_price_rt,40,marginal_loss_price_rt,general,0.4514506459236145,0.4764525592327118,0.574363112449646,0.406827837228775,0.285727322101593,0.5954627394676208
50,congestion_price_rt,27,total_pjm_rmccp_cr,general,0.4077776372432709,0.3426927924156189,0.37057605385780334,0.2931496798992157,0.7031575441360474,0.4245091676712036
50,congestion_price_rt,38,system_energy_price_da,general,0.3346613049507141,0.43597233295440674,0.46427714824676514,0.3479253947734833,0.10832719504833221,0.46357080340385437
50,congestion_price_rt,15,gen_fuel_oil_pct,general,0.2741071581840515,0.3845900893211365,0.35251811146736145,0.22801947593688965,0.0219439547508955,0.3724759817123413
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,general,0.27207618951797485,0.3361304998397827,0.38790032267570496,0.259620726108551,0.09694968909025192,0.3576793074607849
50,congestion_price_rt,5,gen_fuel_oil_mw,general,0.2700563371181488,0.3902544379234314,0.36456218361854553,0.20778146386146545,0.0851275846362114,0.31729674339294434
50,congestion_price_rt,13,gen_fuel_multiple_fuels_pct,general,0.24804280698299408,0.3141283690929413,0.35024353861808777,0.2619186043739319,0.08172803372144699,0.35228171944618225
53,da_as_total_mw_primary_reserve,37,da_as_nsr_mw_primary_reserve,general,0.7009090185165405,0.7314221262931824,0.644254207611084,0.49468350410461426,0.6648451089859009,0.7061870694160461
53,da_as_total_mw_primary_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.6855216026306152,0.6831938624382019,0.7070375680923462,0.6077573895454407,1.0,0.766772449016571
53,da_as_total_mw_primary_reserve,31,da_as_as_req_mw_primary_reserve,general,0.6822497248649597,0.674575686454773,0.6984958052635193,0.6032033562660217,1.0,0.7611330151557922
53,da_as_total_mw_primary_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.6553449630737305,0.6752692461013794,0.6857672333717346,0.5853059887886047,0.7314170002937317,0.732298731803894
53,da_as_total_mw_primary_reserve,4,gen_fuel_nuclear_mw,general,0.3749351501464844,0.43467918038368225,0.4118874669075012,0.3302573263645172,0.22781901061534882,0.46321672201156616
53,da_as_total_mw_primary_reserve,29,da_as_mcp_primary_reserve,general,0.2757736146450043,0.16955505311489105,0.3511554002761841,0.27536842226982117,0.30234411358833313,0.2847083806991577
53,da_as_total_mw_primary_reserve,28,total_pjm_rmpcp_cr,general,0.17162692546844482,0.16580548882484436,0.195896178483963,0.1286676526069641,0.1619681566953659,0.20563995838165283
53,da_as_total_mw_primary_reserve,25,total_pjm_self_sched_reg,general,0.12070620059967041,0.18342214822769165,0.16738909482955933,0.0869300365447998,0.028677815571427345,0.13557086884975433
54,da_as_total_mw_synchronized_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.7283525466918945,0.7339830994606018,0.7493045330047607,0.5761778354644775,0.8715472221374512,0.7365556955337524
54,da_as_total_mw_synchronized_reserve,31,da_as_as_req_mw_primary_reserve,general,0.7252305150032043,0.7253854274749756,0.744894802570343,0.5764614343643188,0.8462489247322083,0.745121419429779
54,da_as_total_mw_synchronized_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.7014882564544678,0.729421854019165,0.7631813287734985,0.606255054473877,0.6894987225532532,0.7258543372154236
54,da_as_total_mw_synchronized_reserve,37,da_as_nsr_mw_primary_reserve,general,0.6754274368286133,0.4461314380168915,0.40618446469306946,0.35727784037590027,0.9733321666717529,0.522155225276947
54,da_as_total_mw_synchronized_reserve,29,da_as_mcp_primary_reserve,general,0.28073927760124207,0.24907638132572174,0.3423628807067871,0.25551190972328186,0.2645018696784973,0.29216456413269043
54,da_as_total_mw_synchronized_reserve,1,gen_fuel_gas_mw,general,0.24644145369529724,0.30571648478507996,0.3223472535610199,0.22415363788604736,0.07580360025167465,0.3135102093219757
54,da_as_total_mw_synchronized_reserve,16,gen_fuel_other_renewables_pct,general,0.24439752101898193,0.2824864983558655,0.2953891456127167,0.23835489153862,0.1193980798125267,0.30110302567481995
55,da_as_total_mw_thirty_minutes_reserve,38,system_energy_price_da,general,0.4848982095718384,0.5350232720375061,0.5202525854110718,0.355795294046402,0.19638992846012115,0.48859265446662903
55,da_as_total_mw_thirty_minutes_reserve,30,da_as_mcp_synchronized_reserve,general,0.4143226742744446,0.5144726037979126,0.5027998089790344,0.37353354692459106,0.49725377559661865,0.5021107792854309
55,da_as_total_mw_thirty_minutes_reserve,29,da_as_mcp_primary_reserve,general,0.40771517157554626,0.45200470089912415,0.4609462320804596,0.34796279668807983,0.25404176115989685,0.45693761110305786
55,da_as_total_mw_thirty_minutes_reserve,3,gen_fuel_multiple_fuels_mw,general,0.38349926471710205,0.4795806407928467,0.4564517140388489,0.3251888155937195,0.08289259672164917,0.48440492153167725
55,da_as_total_mw_thirty_minutes_reserve,13,gen_fuel_multiple_fuels_pct,general,0.3797052502632141,0.47084394097328186,0.4679732620716095,0.3341655731201172,0.08633998036384583,0.47942185401916504
55,da_as_total_mw_thirty_minutes_reserve,15,gen_fuel_oil_pct,general,0.3730151653289795,0.48782333731651306,0.44167253375053406,0.3120928704738617,0.09404275566339493,0.45078423619270325
55,da_as_total_mw_thirty_minutes_reserve,5,gen_fuel_oil_mw,general,0.3203648328781128,0.4559187889099121,0.3749222457408905,0.20876134932041168,0.1103571429848671,0.32473433017730713
55,da_as_total_mw_thirty_minutes_reserve,39,total_lmp_rt,general,0.314713716506958,0.3679456114768982,0.37497076392173767,0.23713503777980804,0.21807344257831573,0.35654082894325256
55,da_as_total_mw_thirty_minutes_reserve,4,gen_fuel_nuclear_mw,general,0.28354111313819885,0.5318328738212585,0.5850105285644531,0.39277151226997375,0.18607239425182343,0.5257548689842224
55,da_as_total_mw_thirty_minutes_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.28113892674446106,0.29390498995780945,0.31628596782684326,0.25534552335739136,0.17173492908477783,0.3491135835647583
55,da_as_total_mw_thirty_minutes_reserve,37,da_as_nsr_mw_primary_reserve,general,0.2810843586921692,0.3753282129764557,0.402095764875412,0.3047332465648651,0.14748165011405945,0.37791287899017334
55,da_as_total_mw_thirty_minutes_reserve,31,da_as_as_req_mw_primary_reserve,general,0.2735231816768646,0.31137174367904663,0.33402857184410095,0.23307402431964874,0.14801084995269775,0.32601481676101685
55,da_as_total_mw_thirty_minutes_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.2721996307373047,0.32768502831459045,0.34167733788490295,0.2466767281293869,0.12329836934804916,0.3206348121166229
55,da_as_total_mw_thirty_minutes_reserve,28,total_pjm_rmpcp_cr,general,0.2116723209619522,0.2250649333000183,0.3315010666847229,0.2127346694469452,0.0747775211930275,0.30344316363334656
55,da_as_total_mw_thirty_minutes_reserve,22,rmpcp,general,0.18237608671188354,0.09105819463729858,0.2839261591434479,0.18849989771842957,0.1106879711151123,0.2741597294807434
45,gross_actual_interchange_mw,43,gross_inadv_interchange_mw,general,0.5041796565055847,0.7934765815734863,0.7669215202331543,0.5538198351860046,0.1833840161561966,0.7165499925613403
45,gross_actual_interchange_mw,42,gross_sched_interchange_mw,general,0.41331133246421814,0.47674453258514404,0.4580235183238983,0.32184043526649475,0.07186632603406906,0.4504407048225403
45,gross_actual_interchange_mw,4,gen_fuel_nuclear_mw,general,0.27510833740234375,0.34490323066711426,0.3528277277946472,0.25146007537841797,0.04242776706814766,0.3485725224018097
45,gross_actual_interchange_mw,17,gen_fuel_solar_pct,general,0.2654021084308624,0.39625829458236694,0.381806343793869,0.27399855852127075,0.045810941606760025,0.37222835421562195
45,gross_actual_interchange_mw,7,gen_fuel_solar_mw,general,0.2587617337703705,0.3814810514450073,0.36496081948280334,0.24833080172538757,0.027841586619615555,0.35159674286842346
45,gross_actual_interchange_mw,24,total_pjm_reg_purchases,general,0.2587519884109497,0.32566139101982117,0.3384970426559448,0.236580491065979,0.05153295025229454,0.33489248156547546
45,gross_actual_interchange_mw,0,gen_fuel_coal_mw,general,0.2388519048690796,0.3550856411457062,0.34417295455932617,0.2383161038160324,0.03460685908794403,0.33999326825141907
45,gross_actual_interchange_mw,10,gen_fuel_coal_pct,general,0.2252684384584427,0.32054489850997925,0.3062891960144043,0.23669585585594177,0.04930012673139572,0.34232452511787415
45,gross_actual_interchange_mw,26,total_pjm_assigned_reg,general,0.2085917890071869,0.2816079556941986,0.298738032579422,0.2168753743171692,0.028209317475557327,0.3085613250732422
45,gross_actual_interchange_mw,34,da_as_ss_mw_primary_reserve,general,0.1560477316379547,0.19377891719341278,0.21393081545829773,0.14885789155960083,0.025498056784272194,0.19839215278625488
51,marginal_loss_price_da,38,system_energy_price_da,general,0.5515823364257812,0.7955979108810425,0.5130783915519714,0.3624999523162842,0.2824428975582123,0.6914796233177185
51,marginal_loss_price_da,20,forecast_load_mw_day_ahead,general,0.46309807896614075,0.5302786827087402,0.5239863991737366,0.3592972159385681,0.14377231895923615,0.535950779914856
51,marginal_loss_price_da,19,forecast_load_mw_latest_available,general,0.4564908742904663,0.5196714401245117,0.5051891207695007,0.36064621806144714,0.19219805300235748,0.5456079244613647
51,marginal_loss_price_da,14,gen_fuel_nuclear_pct,general,0.423434317111969,0.4522075653076172,0.4446195363998413,0.3265244662761688,0.13082827627658844,0.4725033938884735
51,marginal_loss_price_da,0,gen_fuel_coal_mw,general,0.41102293133735657,0.47171086072921753,0.4555988013744354,0.3235938847064972,0.16973279416561127,0.48543232679367065
51,marginal_loss_price_da,40,marginal_loss_price_rt,general,0.40757521986961365,0.5781142115592957,0.47878533601760864,0.31387776136398315,0.6297935843467712,0.5456192493438721
51,marginal_loss_price_da,39,total_lmp_rt,general,0.38492217659950256,0.54356449842453,0.4195014536380768,0.3087744116783142,0.370233952999115,0.48846110701560974
51,marginal_loss_price_da,5,gen_fuel_oil_mw,general,0.3493787348270416,0.6496634483337402,0.33836448192596436,0.23845748603343964,0.1077670231461525,0.49981385469436646
51,marginal_loss_price_da,30,da_as_mcp_synchronized_reserve,general,0.32011348009109497,0.5920321941375732,0.27965790033340454,0.2407563477754593,0.18530087172985077,0.4777064323425293
51,marginal_loss_price_da,15,gen_fuel_oil_pct,general,0.2977566123008728,0.599084734916687,0.3033123016357422,0.20631642639636993,0.10043882578611374,0.43698346614837646
51,marginal_loss_price_da,2,gen_fuel_hydro_mw,general,0.2900574505329132,0.3390713334083557,0.3789052665233612,0.2676372230052948,0.07376343756914139,0.3938261866569519
51,marginal_loss_price_da,16,gen_fuel_other_renewables_pct,general,0.2828296422958374,0.35104086995124817,0.36475786566734314,0.29288923740386963,0.06471805274486542,0.3728719651699066
51,marginal_loss_price_da,1,gen_fuel_gas_mw,general,0.27201327681541443,0.4097398817539215,0.3844110071659088,0.25554513931274414,0.10150006413459778,0.38292890787124634
51,marginal_loss_price_da,10,gen_fuel_coal_pct,general,0.26569920778274536,0.2917526364326477,0.35635876655578613,0.2324541211128235,0.11286816000938416,0.35741814970970154
51,marginal_loss_price_da,29,da_as_mcp_primary_reserve,general,0.2590371370315552,0.47172242403030396,0.2558930218219757,0.17693354189395905,0.10499952733516693,0.34862491488456726
51,marginal_loss_price_da,23,total_pjm_loc_credit,general,0.2126319706439972,0.3600904941558838,0.19353637099266052,0.13600899279117584,0.11613940447568893,0.2531641125679016
47,metered_load_mw,19,forecast_load_mw_latest_available,general,0.9701955914497375,0.9953977465629578,0.9951421618461609,0.939827561378479,0.9149181246757507,0.9935471415519714
47,metered_load_mw,20,forecast_load_mw_day_ahead,general,0.9263283014297485,0.9904983043670654,0.9894376993179321,0.9152564406394958,0.7861443161964417,0.987917423248291
47,metered_load_mw,1,gen_fuel_gas_mw,general,0.7449519634246826,0.9126148223876953,0.8933169841766357,0.7077609300613403,0.3306906223297119,0.8789832592010498
47,metered_load_mw,0,gen_fuel_coal_mw,general,0.707002580165863,0.866456151008606,0.8542450666427612,0.6631895899772644,0.27089211344718933,0.8690587282180786
47,metered_load_mw,14,gen_fuel_nuclear_pct,general,0.6647390127182007,0.9109839200973511,0.868101954460144,0.703378438949585,0.37870824337005615,0.8798499703407288
47,metered_load_mw,16,gen_fuel_other_renewables_pct,general,0.5289875268936157,0.6847352981567383,0.6605508327484131,0.508301317691803,0.2741560637950897,0.611527681350708
47,metered_load_mw,38,system_energy_price_da,general,0.5130312442779541,0.6057495474815369,0.6152406334877014,0.4482888877391815,0.2842993140220642,0.6107141971588135
