confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9701447281986475,0.04128016158938408,True
metered_load_mw,0.9628899358212948,0.016046710312366486,True
da_as_total_mw_synchronized_reserve,0.9402653351426125,0.05031025782227516,True
total_gen,0.910587951540947,0.04090004041790962,True
total_lmp_da,0.8905988782644272,0.04751398414373398,True
total_losses,0.6809914112091064,0.2800608277320862,True
congestion_price_rt,0.467360258102417,0.8704966306686401,True
marginal_loss_price_da,0.4362316131591797,0.3087729811668396,True
da_as_total_mw_thirty_minutes_reserve,0.36241579055786133,0.45755088329315186,True
congestion_price_da,0.266984760761261,1.242387294769287,True
gross_actual_interchange_mw,-0.5567127466201782,0.9089015126228333,False
net_actual_interchange_mw,-1.9254083633422852,2.2747650146484375,False
