target_field,rank,source_field,source_type,attention
net_actual_interchange_mw,1,gross_sched_interchange_mw,general,0.1354215145111084
net_actual_interchange_mw,2,da_as_total_mw_thirty_minutes_reserve,confidential,0.1210111677646637
net_actual_interchange_mw,3,da_as_as_req_mw_thirty_minutes_reserve,general,0.12002407014369965
net_actual_interchange_mw,4,da_as_as_req_mw_synchronized_reserve,general,0.11614497005939484
net_actual_interchange_mw,5,da_as_total_mw_primary_reserve,confidential,0.11532188951969147
net_actual_interchange_mw,6,da_as_as_req_mw_primary_reserve,general,0.11336654424667358
net_actual_interchange_mw,7,gen_fuel_nuclear_mw,general,0.11054418981075287
net_actual_interchange_mw,8,gen_fuel_multiple_fuels_pct,general,0.09752801060676575
net_actual_interchange_mw,9,total_pjm_rmpcp_cr,general,0.07063765823841095
gross_actual_interchange_mw,1,gross_inadv_interchange_mw,general,0.2300555408000946
gross_actual_interchange_mw,2,gross_sched_interchange_mw,general,0.10793107748031616
gross_actual_interchange_mw,3,gen_fuel_solar_pct,general,0.09176002442836761
gross_actual_interchange_mw,4,total_pjm_reg_purchases,general,0.08480359613895416
gross_actual_interchange_mw,5,total_losses,confidential,0.07953567802906036
gross_actual_interchange_mw,6,gen_fuel_coal_pct,general,0.07894809544086456
gross_actual_interchange_mw,7,gen_fuel_nuclear_mw,general,0.07405831664800644
gross_actual_interchange_mw,8,gen_fuel_solar_mw,general,0.07178327441215515
gross_actual_interchange_mw,9,gen_fuel_coal_mw,general,0.06915159523487091
gross_actual_interchange_mw,10,total_pjm_assigned_reg,general,0.06362718343734741
gross_actual_interchange_mw,11,da_as_ss_mw_primary_reserve,general,0.04834562540054321
total_gen,1,metered_load_mw,confidential,0.09278414398431778
total_gen,2,forecast_load_mw_day_ahead,general,0.0849146842956543
total_gen,3,forecast_load_mw_latest_available,general,0.08483478426933289
total_gen,4,gen_fuel_nuclear_pct,general,0.06356853246688843
total_gen,5,gen_fuel_gas_mw,general,0.06067529320716858
total_gen,6,gen_fuel_coal_mw,general,0.048985593020915985
total_gen,7,total_lmp_rt,general,0.04680188000202179
total_gen,8,gen_fuel_other_renewables_pct,general,0.04327365756034851
total_gen,9,total_lmp_da,confidential,0.03627292066812515
total_gen,10,gen_fuel_oil_mw,general,0.03527519479393959
total_gen,11,gen_fuel_nuclear_mw,general,0.03388530761003494
