field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-3.414933204650879,-3.6631231606645636,False
gross_actual_interchange_mw,0.2460934792895835,-0.6920766830444336,-0.9381701623340171,False
total_gen,0.9906449538219424,0.8969125673174858,-0.09373238650445659,True
metered_load_mw,0.9762308832723112,0.9402233622968197,-0.036007520975491536,True
total_losses,0.6540839836602339,0.38915127515792847,-0.26493270850230544,True
congestion_price_da,0.0475838272605031,0.1738261580467224,0.12624233078621933,True
congestion_price_rt,0.4561738508473963,0.41839849948883057,-0.037775351358565745,True
marginal_loss_price_da,0.4407231017762543,0.3588574528694153,-0.081865648906839,True
total_lmp_da,0.9299314144617218,0.8250024020671844,-0.10492901239453734,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9520532712340355,-0.02317454772372607,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.8880010172724724,-0.05384209377317439,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.31731271743774414,-0.13959132056675994,True
