field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.9141478911042213,-0.07649706271772105,True
metered_load_mw,0.9762308832723112,0.9635590836405754,-0.012671799631735814,True
total_losses,0.6540839836602339,0.565117210149765,-0.08896677351046889,True
congestion_price_da,0.0475838272605031,0.19795173406600952,0.15036790680550643,True
congestion_price_rt,0.4561738508473963,0.4455265998840332,-0.010647250963363109,True
marginal_loss_price_da,0.4407231017762543,0.4327768087387085,-0.007946293037545793,True
total_lmp_da,0.9299314144617218,0.8830579146742821,-0.04687349978743971,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9542042948305607,-0.021023524127200877,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9209860861301422,-0.020857024915504563,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.18029117584228516,-0.2766128621622189,True
