target_field,rank,source_field,source_type,attention
net_actual_interchange_mw,1,gen_fuel_nuclear_mw,general,0.158794566988945
net_actual_interchange_mw,2,da_as_total_mw_thirty_minutes_reserve,confidential,0.15339717268943787
net_actual_interchange_mw,3,gross_sched_interchange_mw,general,0.14502054452896118
net_actual_interchange_mw,4,da_as_as_req_mw_thirty_minutes_reserve,general,0.13976681232452393
net_actual_interchange_mw,5,da_as_as_req_mw_primary_reserve,general,0.13898518681526184
net_actual_interchange_mw,6,da_as_as_req_mw_synchronized_reserve,general,0.13760080933570862
net_actual_interchange_mw,7,da_as_total_mw_primary_reserve,confidential,0.12643492221832275
gross_actual_interchange_mw,1,gen_fuel_nuclear_mw,general,0.11895225942134857
gross_actual_interchange_mw,2,total_losses,confidential,0.11730621010065079
gross_actual_interchange_mw,3,gross_sched_interchange_mw,general,0.11355683207511902
gross_actual_interchange_mw,4,gross_inadv_interchange_mw,general,0.10712601244449615
gross_actual_interchange_mw,5,gen_fuel_coal_mw,general,0.10362941026687622
gross_actual_interchange_mw,6,gen_fuel_solar_mw,general,0.09375754743814468
gross_actual_interchange_mw,7,gen_fuel_coal_pct,general,0.0920795202255249
gross_actual_interchange_mw,8,gen_fuel_solar_pct,general,0.09077607095241547
gross_actual_interchange_mw,9,metered_load_mw,confidential,0.0861557275056839
gross_actual_interchange_mw,10,total_pjm_reg_purchases,general,0.07666043937206268
total_gen,1,gen_fuel_nuclear_mw,general,0.07673611491918564
total_gen,2,total_losses,confidential,0.07244212925434113
total_gen,3,gen_fuel_other_renewables_pct,general,0.06258648633956909
total_gen,4,gen_fuel_coal_mw,general,0.061438534408807755
total_gen,5,gen_fuel_gas_mw,general,0.060445599257946014
total_gen,6,gen_fuel_wind_pct,general,0.06005900353193283
total_gen,7,forecast_load_mw_day_ahead,general,0.05173371732234955
total_gen,8,metered_load_mw,confidential,0.051670677959918976
total_gen,9,gen_fuel_hydro_mw,general,0.04883602634072304
total_gen,10,gen_fuel_nuclear_pct,general,0.04727579653263092
total_gen,11,forecast_load_mw_latest_available,general,0.046931251883506775
total_gen,12,gen_fuel_coal_pct,general,0.04327981546521187
metered_load_mw,1,gross_actual_interchange_mw,confidential,0.10063518583774567
