target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.943489909172058,0.9987562427358581
gross_actual_interchange_mw,10,2.293351173400879,0.9959897596743492
total_gen,25,3.0782358646392822,0.9563077397573493
metered_load_mw,26,3.075035572052002,0.9438135230699315
total_losses,17,2.5602710247039795,0.9036633369227768
congestion_price_da,5,1.4149315357208252,0.87914639315343
congestion_price_rt,10,2.107980251312256,0.9154841911059427
marginal_loss_price_da,20,2.8524348735809326,0.9521661527506738
total_lmp_da,31,3.321227788925171,0.967163705382274
da_as_total_mw_primary_reserve,9,2.1853442192077637,0.9945930160025522
da_as_total_mw_synchronized_reserve,7,1.9356892108917236,0.9947474768202675
da_as_total_mw_thirty_minutes_reserve,18,2.8251898288726807,0.9774486002205722
