target_idx,target_field,source_idx,source_field,edge_weight,dominant_metric,dominant_alpha,alpha_pearson,corr_pearson,alpha_spearman,corr_spearman,alpha_kendall,corr_kendall,alpha_nmi,corr_nmi,alpha_distance_corr,corr_distance_corr
49,congestion_price_da,52,total_lmp_da,0.350460946559906,distance_corr,0.21060191094875336,0.20611707866191864,0.4613504707813263,0.19739805161952972,0.29018691182136536,0.1927705556154251,0.2076619416475296,0.1931123286485672,0.21505770087242126,0.21060191094875336,0.5532950162887573
49,congestion_price_da,38,system_energy_price_da,0.2781621813774109,kendall,0.216932475566864,0.18975237011909485,0.388834685087204,0.20855966210365295,0.19425344467163086,0.216932475566864,0.13705527782440186,0.2020004689693451,0.2259063422679901,0.1827549785375595,0.48426321148872375
49,congestion_price_da,51,marginal_loss_price_da,0.2681690752506256,distance_corr,0.21542125940322876,0.20421761274337769,0.31557369232177734,0.19924353063106537,0.24942809343338013,0.19219201803207397,0.16413700580596924,0.1889256238937378,0.10439097881317139,0.21542125940322876,0.4770117700099945
49,congestion_price_da,19,forecast_load_mw_latest_available,0.26486214995384216,distance_corr,0.2211858034133911,0.20895791053771973,0.35352468490600586,0.19838963449001312,0.2318982034921646,0.18472589552402496,0.14451201260089874,0.18674078583717346,0.15798461437225342,0.2211858034133911,0.4014131426811218
49,congestion_price_da,40,marginal_loss_price_rt,0.2569020092487335,kendall,0.22310715913772583,0.1899743527173996,0.3099381625652313,0.21721240878105164,0.17911888659000397,0.22310715913772583,0.13185171782970428,0.1880788505077362,0.3215057849884033,0.18162725865840912,0.38116180896759033
50,congestion_price_rt,39,total_lmp_rt,0.5440986156463623,spearman,0.2266630232334137,0.2009490579366684,0.551084578037262,0.2266630232334137,0.6060451865196228,0.1645181030035019,0.4237808585166931,0.18291939795017242,0.4952596426010132,0.22495046257972717,0.6031481027603149
50,congestion_price_rt,40,marginal_loss_price_rt,0.5301336050033569,distance_corr,0.24927537143230438,0.18840014934539795,0.49367573857307434,0.20841965079307556,0.5644955635070801,0.17425471544265747,0.4334668815135956,0.17965012788772583,0.45772281289100647,0.24927537143230438,0.6487181782722473
50,congestion_price_rt,27,total_pjm_rmccp_cr,0.4448696970939636,kendall,0.21995818614959717,0.2164056897163391,0.2986759841442108,0.20617453753948212,0.3606615364551544,0.21995818614959717,0.2802852988243103,0.15774700045585632,1.0,0.1997145563364029,0.4330042600631714
50,congestion_price_rt,21,rmccp,0.4082831144332886,kendall,0.22082556784152985,0.20933407545089722,0.31632015109062195,0.2036648988723755,0.36091718077659607,0.22082556784152985,0.2560354471206665,0.16622601449489594,0.7817705273628235,0.19994939863681793,0.41045671701431274
50,congestion_price_rt,52,total_lmp_da,0.3507730960845947,spearman,0.2021392285823822,0.2008657157421112,0.4078725576400757,0.2021392285823822,0.48755285143852234,0.20007161796092987,0.329294353723526,0.19559839367866516,0.0783608928322792,0.20132504403591156,0.44247952103614807
