metric,mean,std,min,q05,q25,median,q75,q95,max
pearson,0.19981904327869415,0.007766029331833124,0.14778843522071838,0.1931687295436859,0.19964243099093437,0.20000427961349487,0.2003253698348999,0.20536845549941063,0.32510337233543396
spearman,0.199391171336174,0.00594426691532135,0.13869093358516693,0.19458172097802162,0.19956457614898682,0.19999563694000244,0.20023196190595627,0.20323966443538666,0.23549801111221313
kendall,0.19973328709602356,0.005130522418767214,0.1365990787744522,0.19649050012230873,0.19978434592485428,0.20000314712524414,0.20021166652441025,0.2023024596273899,0.2501014769077301
nmi,0.20149174332618713,0.015721455216407776,0.1258128583431244,0.18995967134833336,0.1992371678352356,0.20003247261047363,0.20105959102511406,0.21365606039762497,0.3775598406791687
distance_corr,0.19956478476524353,0.005901718977838755,0.14998863637447357,0.19373032078146935,0.1994636207818985,0.19998716562986374,0.20026474073529243,0.2032555341720581,0.24927537143230438
