,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,gross_actual_interchange_mw,total_gen,metered_load_mw,total_losses,congestion_price_da,congestion_price_rt,marginal_loss_price_da,total_lmp_da,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve
gen_fuel_coal_mw,0.2,0.20087011,0.2,0.2,0.19971499,0.19785233,0.19995384,0.2,0.2,0.2,0.19881815,0.2,0.2,0.2,0.2014685,0.19761777,0.19995397,0.2,0.2,0.20037831,0.2004759,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19823028,0.19925551,0.20015424,0.2,0.2003569,0.20093001,0.2,0.2000845,0.20036358,0.20034799,0.20032962,0.2,0.2,0.200234,0.20016263,0.2,0.2,0.2
gen_fuel_gas_mw,0.20004544,0.2,0.2001583,0.20008987,0.20000118,0.20001386,0.2,0.2,0.2,0.19978051,0.19997087,0.2001296,0.2,0.2,0.19982477,0.19996409,0.19987218,0.2,0.19973111,0.20022695,0.20025167,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19997762,0.1999678,0.19998911,0.2,0.2,0.2,0.2,0.19973916,0.19967714,0.19994996,0.1999365,0.2,0.20053469,0.2,0.2,0.19989647,0.19987287,0.19991864,0.2,0.2,0.19992892,0.19991006,0.2,0.2000086,0.2
gen_fuel_hydro_mw,0.2,0.20067874,0.2,0.2,0.2,0.19997333,0.2,0.2,0.19996004,0.2,0.2,0.2,0.19989975,0.2,0.20002662,0.19983247,0.2,0.2,0.2,0.20023052,0.20019875,0.2,0.2000222,0.20000388,0.20001136,0.2,0.2,0.2,0.2001276,0.1999655,0.19993515,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1997074,0.20010363,0.2,0.2,0.2,0.2,0.2,0.2,0.19983406,0.19983111,0.2,0.2,0.2,0.19997823,0.1999577,0.2,0.2,0.2
gen_fuel_multiple_fuels_mw,0.2,0.19879201,0.2,0.2,0.2,0.20012555,0.2,0.2,0.2,0.20013125,0.2,0.20027661,0.2,0.19968146,0.20137136,0.20032994,0.20008661,0.2,0.20012785,0.19739014,0.19740337,0.2,0.2,0.2,0.2,0.2,0.2,0.19944033,0.20015828,0.2,0.2,0.2,0.2,0.2,0.19999942,0.19999714,0.19999565,0.2,0.20035739,0.20030303,0.20019235,0.2,0.2,0.2,0.2,0.2,0.20020479,0.20022772,0.2,0.2,0.20012106,0.2,0.2001189,0.2,0.2,0.20021221
gen_fuel_nuclear_mw,0.19924776,0.20030455,0.2,0.2,0.2,0.2,0.19320448,0.2,0.2,0.2,0.20011689,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20238446,0.2026015,0.2,0.2,0.2,0.2,0.19950522,0.2,0.2,0.2,0.2,0.2,0.19998786,0.20001073,0.20004897,0.2,0.2,0.2,0.20057869,0.2,0.2,0.2,0.2,0.1979509,0.20475663,0.20045632,0.19998081,0.20034951,0.20041277,0.20020233,0.2,0.2,0.2,0.2,0.2003704,0.2,0.20040132
gen_fuel_oil_mw,0.20082329,0.200324,0.19945455,0.19955528,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20006223,0.2,0.20003349,0.20023927,0.20005229,0.1997429,0.2,0.19996916,0.19957525,0.19966967,0.20000654,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19996762,0.20041169,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20075172,0.2001673,0.19980665,0.2,0.2,0.2,0.2,0.2,0.19982272,0.19979398,0.2,0.2,0.19992289,0.19967546,0.19974801,0.2,0.2,0.19983009
gen_fuel_other_renewables_mw,0.19997486,0.2,0.2,0.2,0.20002806,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20002148,0.2,0.2,0.19999547,0.19999686,0.2,0.2,0.2,0.2,0.19999929,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_solar_mw,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1999823,0.2,0.2,0.2,0.2,0.2,0.2,0.20005274,0.2,0.20039281,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19953069,0.2,0.19993663,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_storage_mw,0.2,0.2,0.20000468,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999327,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2000107,0.2,0.2,0.2,0.2,0.19999963,0.2000024,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19998407,0.20002328,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19997029,0.2,0.2,0.2
gen_fuel_wind_mw,0.2,0.20001964,0.2,0.19996455,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20001541,0.2,0.19999751,0.2,0.2,0.2,0.2,0.20001632,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
