target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,7,0.19125063717365265,0.12947185337543488,0.162146657705307,0.3816225826740265,0.13550825417041779
gross_actual_interchange_mw,10,0.15984061360359192,0.16551800072193146,0.15219879150390625,0.3598144054412842,0.1626282036304474
total_gen,23,0.19049271941184998,0.18795737624168396,0.18675754964351654,0.24696491658687592,0.187827467918396
metered_load_mw,21,0.18933884799480438,0.18399140238761902,0.19050082564353943,0.2502969801425934,0.18587197363376617
total_losses,14,0.1964903622865677,0.15507550537586212,0.15517832338809967,0.3467371165752411,0.14651869237422943
congestion_price_da,4,0.17465797066688538,0.19392924010753632,0.21051675081253052,0.21297936141490936,0.20791667699813843
congestion_price_rt,9,0.1792498528957367,0.1801590621471405,0.18832069635391235,0.24985045194625854,0.2024199366569519
marginal_loss_price_da,16,0.1976461559534073,0.1851915717124939,0.22394335269927979,0.19990424811840057,0.19331465661525726
total_lmp_da,25,0.1910313367843628,0.19253459572792053,0.2136618196964264,0.21462346613407135,0.18814875185489655
da_as_total_mw_primary_reserve,8,0.23727135360240936,0.18874891102313995,0.21695241332054138,0.1670411378145218,0.18998615443706512
da_as_total_mw_synchronized_reserve,7,0.17544952034950256,0.16986879706382751,0.1848287135362625,0.29645469784736633,0.17339828610420227
da_as_total_mw_thirty_minutes_reserve,15,0.156721293926239,0.2036324292421341,0.19329911470413208,0.280850350856781,0.1654968112707138
