confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9647433534264565,0.015273143537342548,True
da_as_total_mw_primary_reserve,0.9637052044272423,0.050305310636758804,True
total_gen,0.9320068955421448,0.031122813001275063,True
da_as_total_mw_synchronized_reserve,0.9240480065345764,0.06365843862295151,True
total_lmp_da,0.8637280166149139,0.05930570885539055,True
total_losses,0.6993020176887512,0.26424697041511536,True
marginal_loss_price_da,0.4960322976112366,0.27658146619796753,True
congestion_price_rt,0.4382684826850891,0.9199284911155701,True
da_as_total_mw_thirty_minutes_reserve,0.38144344091415405,0.44487884640693665,True
congestion_price_da,0.27462559938430786,1.2324635982513428,True
gross_actual_interchange_mw,-0.5536894798278809,0.9082168340682983,False
net_actual_interchange_mw,-1.961695671081543,2.2790095806121826,False
