feature,gate,pearson,spearman,kendall,nmi,distance_corr
system_energy_price_da,0.61944073,0.3034782,0.18920447,0.120852284,0.2580527,0.548953
gen_fuel_oil_mw,0.6169855,0.41289964,0.20401856,0.122890644,0.19840972,0.44383523
da_as_mcp_synchronized_reserve,0.6115834,0.29007167,0.24386114,0.20689556,0.18627487,0.39594308
forecast_load_mw_latest_available,0.61026406,0.3513364,0.21853942,0.13276711,0.19445862,0.3938649
forecast_load_mw_day_ahead,0.6049196,0.31892687,0.2173558,0.12736276,0.17550336,0.37379342
total_lmp_rt,0.6048596,0.332044,0.21422292,0.10882402,0.14761555,0.40250167
gen_fuel_oil_pct,0.6019719,0.33501902,0.16363141,0.07471374,0.22110887,0.3671799
marginal_loss_price_rt,0.60188526,0.29390442,0.16758962,0.13023794,0.12042915,0.44365045
gen_fuel_nuclear_pct,0.60129243,0.25151545,0.1979721,0.14583774,0.19625129,0.37297666
gen_fuel_gas_mw,0.5996548,0.34183037,0.22078793,0.14016837,0.10224232,0.32823265
da_as_mcp_primary_reserve,0.5991135,0.2733237,0.20295267,0.15781944,0.18652853,0.3154608
gen_fuel_hydro_mw,0.59495544,0.21449308,0.22502573,0.16523261,0.14508809,0.32767627
gen_fuel_other_renewables_pct,0.5944024,0.228483,0.23048599,0.15558666,0.13848628,0.31556064
gross_inadv_interchange_mw,0.5884055,0.23743637,0.17152032,0.1534362,0.089093834,0.3186742
gen_fuel_coal_mw,0.5869947,0.27388588,0.132617,0.09950777,0.13777818,0.29939505
da_as_as_req_mw_primary_reserve,0.58351606,0.21894085,0.22356941,0.16527312,0.080661535,0.22397393
da_as_as_req_mw_synchronized_reserve,0.5833725,0.21079616,0.23363705,0.16698511,0.09455102,0.20814577
da_as_as_req_mw_thirty_minutes_reserve,0.5802758,0.19421868,0.24493374,0.15981688,0.0679545,0.20212139
gen_fuel_hydro_pct,0.57703507,0.15424111,0.19575298,0.1401912,0.07712822,0.247597
total_pjm_loc_credit,0.57321835,0.18620183,0.2050659,0.12566112,0.039916914,0.20107219
gen_fuel_coal_pct,0.5724738,0.19530557,0.12189625,0.057383575,0.16839932,0.19808769
total_pjm_rmccp_cr,0.57192624,0.15266873,0.09447174,0.048531555,0.14846976,0.28065336
gen_fuel_nuclear_mw,0.5711679,0.19718535,0.08517462,0.042876307,0.2235784,0.17378137
gen_fuel_storage_mw,0.5665988,0.12865837,0.13446511,0.14145681,0.026232107,0.22633016
rmccp,0.5651883,0.18471213,0.09719602,0.050076947,0.08705093,0.20774683
gen_fuel_multiple_fuels_mw,0.5633849,0.09291757,0.015058587,0.07618588,0.14101835,0.2742331
gen_fuel_gas_pct,0.5609768,0.14332262,0.1504827,0.08707042,0.05115715,0.1472178
total_pjm_reg_purchases,0.5597731,0.1057527,0.0543589,0.09249096,0.094212204,0.20685086
total_pjm_assigned_reg,0.5575937,0.11958712,0.09073238,0.07056573,0.040072132,0.19896963
gen_fuel_wind_pct,0.5514804,0.10165019,0.13782659,0.0692665,0.027306005,0.107557416
gross_sched_interchange_mw,0.54917026,0.1546498,0.054806218,0.023915779,0.026699578,0.13273448
gen_fuel_other_renewables_mw,0.54786867,0.10228979,0.002178153,0.041749287,0.100084685,0.13250796
gen_fuel_multiple_fuels_pct,0.5461977,0.01795518,0.0064583137,0.009854149,0.11365479,0.20532954
gen_fuel_solar_mw,0.5454554,0.0719296,0.04895555,0.034117654,0.07775887,0.116971724
gen_fuel_solar_pct,0.54375625,0.103392996,0.026798712,0.010761057,0.05795865,0.11869422
net_inadv_interchange_mw,0.5419596,0.05677896,0.0600181,0.065593645,0.00021927888,0.11667193
total_pjm_rmpcp_cr,0.540999,0.022421975,0.018125845,0.03240877,0.06086527,0.14848936
da_as_ss_mw_thirty_minutes_reserve,0.5401101,0.021245286,0.023202237,0.0025500434,0.13880911,0.09124556
gen_fuel_wind_mw,0.5387513,0.025789581,0.08134446,0.0578454,0.011653321,0.08338206
da_as_ss_mw_synchronized_reserve,0.53800005,0.017593503,0.038021963,0.027548995,0.10138728,0.065627925
da_as_nsr_mw_primary_reserve,0.53715646,0.015578547,0.017629117,0.0020896862,0.13687022,0.06427455
rmpcp,0.53537035,0.02031917,0.03880083,0.008190247,0.03424408,0.10193064
da_as_ss_mw_primary_reserve,0.5341955,0.0007140766,0.014728094,0.015736569,0.08410746,0.07623876
total_pjm_self_sched_reg,0.5278128,0.0022766283,0.01758361,0.0015401724,0.008348391,0.065248646
da_as_ircmwt2_primary_reserve,0.52096903,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_synchronized_reserve,0.52096903,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_thirty_minutes_reserve,0.52096903,0.0,0.0,0.0,0.0,0.0
gen_fuel_storage_pct,0.52096903,0.0,0.0,0.0,0.0,0.0
da_as_mcp_thirty_minutes_reserve,0.52096903,0.0,0.0,0.0,0.0,0.0
