confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9729049447923899,0.01171613484621048,True
da_as_total_mw_primary_reserve,0.967626553028822,0.04476197808980942,True
total_gen,0.9614518880844116,0.017633186653256416,True
da_as_total_mw_synchronized_reserve,0.942761056125164,0.04820828512310982,True
total_lmp_da,0.8742638826370239,0.05460843816399574,True
total_losses,0.6292479336261749,0.325486958026886,True
congestion_price_rt,0.4716591238975525,0.8634709715843201,True
marginal_loss_price_da,0.44142115116119385,0.3059307038784027,True
da_as_total_mw_thirty_minutes_reserve,0.35225236415863037,0.4648444652557373,True
congestion_price_da,0.24114960432052612,1.28617525100708,True
gross_actual_interchange_mw,0.2080594301223755,0.462382048368454,True
net_actual_interchange_mw,-0.8884091377258301,1.4684059619903564,True
