order,beam,key,touched,full_comb,touch_frac,seconds,cov>0.1,rand>0.1,cov>0.15,rand>0.15
5,500,syn,18182,1086008,0.016742049782322046,5.7,0.4414,0.027,0.8333,0.0
5,500,hybrid,27937,1086008,0.02572448821739803,2.7,0.4234,0.027,0.8333,0.0
5,1000,syn,35141,1086008,0.03235795684746337,3.0,0.6486,0.027,0.8333,0.0
5,1000,hybrid,50405,1086008,0.04641310192926756,3.9,0.6486,0.0631,0.8333,0.0
5,2000,syn,66633,1086008,0.06135590161398443,4.9,0.7477,0.0811,0.8333,0.1667
5,2000,hybrid,91376,1086008,0.0841393433565867,6.5,0.7477,0.027,0.8333,0.1667
