confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9906347393989563,0.009764283895492554,True
total_gen,0.9877756834030151,0.012867152690887451,True
total_lmp_da,0.9842664003372192,0.017969202250242233,True
da_as_total_mw_primary_reserve,0.9521293044090271,0.05035146698355675,True
da_as_total_mw_synchronized_reserve,0.9174046516418457,0.08517669886350632,True
da_as_total_mw_thirty_minutes_reserve,0.8716199398040771,0.13342531025409698,True
total_losses,0.868462085723877,0.13119830191135406,True
net_actual_interchange_mw,0.8504074811935425,0.15179374814033508,True
marginal_loss_price_da,0.8064727783203125,0.19007083773612976,True
gross_actual_interchange_mw,0.8001013398170471,0.2080134153366089,True
congestion_price_da,0.6812905073165894,0.34571734070777893,True
congestion_price_rt,0.6432467699050903,0.3986510932445526,True
