数据集,目标,字段,K,exact_M,exact_witness,exact_V_T,exact_V_Ti,档位,est_M_集成,est_bias_集成,cert_L_集成,top1_witness,top1_est,top1_exact,est_M_单种子,est_bias_单种子,cert_L_单种子,est_M_元训练,est_bias_元训练,cert_L_元训练,critical_τ0.5,est_critical_τ0.5,critical_τ0.7,est_critical_τ0.7,critical_τ0.9,est_critical_τ0.9,top2_witness,top2_est,top2_exact,top3_witness,top3_est,top3_exact
pjm,da_as_total_mw_synchronized_reserve,gen_fuel_coal_mw,0,0.09860938787460327,∅,0.0,0.09860938787460327,低(0.05-0.2),0.10139156877994537,0.002782180905342102,0.09860938787460327,∅,0.10139156877994537,0.09860938787460327,0.09922510385513306,0.0006157159805297852,0.09860938787460327,0.09776512533426285,-0.0008442625403404236,0.09860938787460327,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_thirty_minutes_reserve,gen_fuel_coal_mw,0,0.09826964139938354,∅,0.0,0.09826964139938354,低(0.05-0.2),0.11289707571268082,0.014627434313297272,0.09826964139938354,∅,0.11289707571268082,0.09826964139938354,0.11237388104200363,0.014104239642620087,0.09826964139938354,0.11263857036828995,0.014368928968906403,0.09826964139938354,False,False,False,False,False,False,,,,,,
pjm,net_actual_interchange_mw,gen_fuel_gas_mw,0,0.12812447547912598,∅,0.0,0.12812447547912598,低(0.05-0.2),0.12453927844762802,-0.0035851970314979553,0.12812447547912598,∅,0.12453927844762802,0.12812447547912598,0.12463279813528061,-0.0034916773438453674,0.12812447547912598,0.12471935153007507,-0.0034051239490509033,0.12812447547912598,False,False,False,False,False,False,,,,,,
pjm,gross_actual_interchange_mw,gen_fuel_gas_mw,0,0.15935534238815308,∅,0.0,0.15935534238815308,低(0.05-0.2),0.16343803703784943,0.00408269464969635,0.15935534238815308,∅,0.16343803703784943,0.15935534238815308,0.16253845393657684,0.003183111548423767,0.15935534238815308,0.1629263311624527,0.0035709887742996216,0.15935534238815308,False,False,False,False,False,False,,,,,,
pjm,total_gen,gen_fuel_gas_mw,0,0.8737059831619263,∅,0.0,0.8737059831619263,高(≥0.5),0.8744165897369385,0.000710606575012207,0.8737059831619263,∅,0.8744165897369385,0.8737059831619263,0.8745656609535217,0.000859677791595459,0.8737059831619263,0.8744393587112427,0.0007333755493164062,0.8737059831619263,True,True,True,True,False,False,,,,,,
pjm,metered_load_mw,gen_fuel_gas_mw,0,0.8441800475120544,∅,0.0,0.8441800475120544,高(≥0.5),0.8463042974472046,0.0021242499351501465,0.8441800475120544,∅,0.8463042974472046,0.8441800475120544,0.8463515639305115,0.0021715164184570312,0.8441800475120544,0.8462337851524353,0.0020537376403808594,0.8441800475120544,True,True,True,True,False,False,,,,,,
pjm,total_losses,gen_fuel_gas_mw,0,0.24349850416183472,∅,0.0,0.24349850416183472,中(0.2-0.5),0.24220304191112518,-0.0012954622507095337,0.24349850416183472,∅,0.24220304191112518,0.24349850416183472,0.2447493076324463,0.0012508034706115723,0.24349850416183472,0.24277202785015106,-0.0007264763116836548,0.24349850416183472,False,False,False,False,False,False,,,,,,
pjm,congestion_price_da,gen_fuel_gas_mw,0,0.11719846725463867,∅,0.0,0.11719846725463867,低(0.05-0.2),0.1187557652592659,0.0015572980046272278,0.11719846725463867,∅,0.1187557652592659,0.11719846725463867,0.12017657607793808,0.002978108823299408,0.11719846725463867,0.11871286481618881,0.0015143975615501404,0.11719846725463867,False,False,False,False,False,False,,,,,,
pjm,congestion_price_rt,gen_fuel_gas_mw,0,0.07448923587799072,∅,0.0,0.07448923587799072,低(0.05-0.2),0.07606565207242966,0.0015764161944389343,0.07448923587799072,∅,0.07606565207242966,0.07448923587799072,0.07557056844234467,0.0010813325643539429,0.07448923587799072,0.07675962895154953,0.0022703930735588074,0.07448923587799072,False,False,False,False,False,False,,,,,,
pjm,marginal_loss_price_da,gen_fuel_gas_mw,0,0.22103917598724365,∅,0.0,0.22103917598724365,中(0.2-0.5),0.20677009224891663,-0.014269083738327026,0.22103917598724365,∅,0.20677009224891663,0.22103917598724365,0.21010446548461914,-0.010934710502624512,0.22103917598724365,0.22022999823093414,-0.0008091777563095093,0.22103917598724365,False,False,False,False,False,False,,,,,,
pjm,total_lmp_da,gen_fuel_gas_mw,0,0.42549753189086914,∅,0.0,0.42549753189086914,中(0.2-0.5),0.462855726480484,0.03735819458961487,0.42549753189086914,∅,0.462855726480484,0.42549753189086914,0.46993666887283325,0.04443913698196411,0.42549753189086914,0.4641844928264618,0.03868696093559265,0.42549753189086914,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_primary_reserve,gen_fuel_gas_mw,0,0.12523210048675537,∅,0.0,0.12523210048675537,低(0.05-0.2),0.1259000450372696,0.0006679445505142212,0.12523210048675537,∅,0.1259000450372696,0.12523210048675537,0.12574411928653717,0.0005120187997817993,0.12523210048675537,0.12335339188575745,-0.0018787086009979248,0.12523210048675537,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_synchronized_reserve,gen_fuel_gas_mw,0,0.10818326473236084,∅,0.0,0.10818326473236084,低(0.05-0.2),0.10802862793207169,-0.00015463680028915405,0.10818326473236084,∅,0.10802862793207169,0.10818326473236084,0.10860570520162582,0.00042244046926498413,0.10818326473236084,0.10880794376134872,0.0006246790289878845,0.10818326473236084,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_thirty_minutes_reserve,gen_fuel_gas_mw,0,0.3112059235572815,∅,0.0,0.3112059235572815,中(0.2-0.5),0.31480786204338074,0.003601938486099243,0.3112059235572815,∅,0.31480786204338074,0.3112059235572815,0.3156108558177948,0.004404932260513306,0.3112059235572815,0.3144136369228363,0.0032077133655548096,0.3112059235572815,False,False,False,False,False,False,,,,,,
pjm,net_actual_interchange_mw,gen_fuel_hydro_mw,0,0.02160125970840454,∅,0.0,0.02160125970840454,可忽略(<0.05),0.02850678563117981,0.0069055259227752686,0.02160125970840454,∅,0.02850678563117981,0.02160125970840454,0.019618568941950798,-0.001982690766453743,0.02160125970840454,0.030839961022138596,0.009238701313734055,0.02160125970840454,False,False,False,False,False,False,,,,,,
pjm,gross_actual_interchange_mw,gen_fuel_hydro_mw,0,0.04614919424057007,∅,0.0,0.04614919424057007,可忽略(<0.05),0.04334577918052673,-0.002803415060043335,0.04614919424057007,∅,0.04334577918052673,0.04614919424057007,0.04425595700740814,-0.0018932372331619263,0.04614919424057007,0.04565859213471413,-0.0004906021058559418,0.04614919424057007,False,False,False,False,False,False,,,,,,
pjm,total_gen,gen_fuel_hydro_mw,0,0.29167449474334717,∅,0.0,0.29167449474334717,中(0.2-0.5),0.2894442677497864,-0.002230226993560791,0.29167449474334717,∅,0.2894442677497864,0.29167449474334717,0.2855687737464905,-0.0061057209968566895,0.29167449474334717,0.2900257706642151,-0.00164872407913208,0.29167449474334717,False,False,False,False,False,False,,,,,,
pjm,metered_load_mw,gen_fuel_hydro_mw,0,0.3031615614891052,∅,0.0,0.3031615614891052,中(0.2-0.5),0.30024969577789307,-0.002911865711212158,0.3031615614891052,∅,0.30024969577789307,0.3031615614891052,0.29642823338508606,-0.006733328104019165,0.3031615614891052,0.3032495975494385,8.803606033325195e-05,0.3031615614891052,False,False,False,False,False,False,,,,,,
pjm,total_losses,gen_fuel_hydro_mw,0,0.0714489221572876,∅,0.0,0.0714489221572876,低(0.05-0.2),0.06814183294773102,-0.0033070892095565796,0.0714489221572876,∅,0.06814183294773102,0.0714489221572876,0.0685848668217659,-0.002864055335521698,0.0714489221572876,0.07395854592323303,0.0025096237659454346,0.0714489221572876,False,False,False,False,False,False,,,,,,
pjm,congestion_price_da,gen_fuel_hydro_mw,0,0.07847428321838379,∅,0.0,0.07847428321838379,低(0.05-0.2),0.07582677155733109,-0.002647511661052704,0.07847428321838379,∅,0.07582677155733109,0.07847428321838379,0.07813712954521179,-0.00033715367317199707,0.07847428321838379,0.07812633365392685,-0.0003479495644569397,0.07847428321838379,False,False,False,False,False,False,,,,,,
pjm,congestion_price_rt,gen_fuel_hydro_mw,0,0.07021790742874146,∅,0.0,0.07021790742874146,低(0.05-0.2),0.07452146708965302,0.00430355966091156,0.07021790742874146,∅,0.07452146708965302,0.07021790742874146,0.070632703602314,0.0004147961735725403,0.07021790742874146,0.06496116518974304,-0.005256742238998413,0.07021790742874146,False,False,False,False,False,False,,,,,,
pjm,marginal_loss_price_da,gen_fuel_hydro_mw,0,0.18177908658981323,∅,0.0,0.18177908658981323,低(0.05-0.2),0.16962787508964539,-0.012151211500167847,0.18177908658981323,∅,0.16962787508964539,0.18177908658981323,0.1842229664325714,0.0024438798427581787,0.18177908658981323,0.16518288850784302,-0.016596198081970215,0.18177908658981323,False,False,False,False,False,False,,,,,,
pjm,total_lmp_da,gen_fuel_hydro_mw,0,0.26715022325515747,∅,0.0,0.26715022325515747,中(0.2-0.5),0.2871767580509186,0.02002653479576111,0.26715022325515747,∅,0.2871767580509186,0.26715022325515747,0.295870840549469,0.028720617294311523,0.26715022325515747,0.2762884199619293,0.00913819670677185,0.26715022325515747,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_primary_reserve,gen_fuel_hydro_mw,0,0.046535611152648926,∅,0.0,0.046535611152648926,可忽略(<0.05),0.04034670442342758,-0.006188906729221344,0.046535611152648926,∅,0.04034670442342758,0.046535611152648926,0.040830548852682114,-0.005705062299966812,0.046535611152648926,0.046667907387018204,0.00013229623436927795,0.046535611152648926,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_synchronized_reserve,gen_fuel_hydro_mw,0,0.11011284589767456,∅,0.0,0.11011284589767456,低(0.05-0.2),0.11089346557855606,0.0007806196808815002,0.11011284589767456,∅,0.11089346557855606,0.11011284589767456,0.11268842965364456,0.0025755837559700012,0.11011284589767456,0.11231635510921478,0.002203509211540222,0.11011284589767456,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_thirty_minutes_reserve,gen_fuel_hydro_mw,0,0.13097089529037476,∅,0.0,0.13097089529037476,低(0.05-0.2),0.1459999829530716,0.015029087662696838,0.13097089529037476,∅,0.1459999829530716,0.13097089529037476,0.14574554562568665,0.01477465033531189,0.13097089529037476,0.14277030527591705,0.011799409985542297,0.13097089529037476,False,False,False,False,False,False,,,,,,
pjm,net_actual_interchange_mw,gen_fuel_multiple_fuels_mw,0,0.061963703483343124,∅,0.0,0.061963703483343124,低(0.05-0.2),0.06572768837213516,0.003763984888792038,0.061963703483343124,∅,0.06572768837213516,0.061963703483343124,0.06301932781934738,0.0010556243360042572,0.061963703483343124,0.06253637373447418,0.0005726702511310577,0.061963703483343124,False,False,False,False,False,False,,,,,,
pjm,gross_actual_interchange_mw,gen_fuel_multiple_fuels_mw,0,0.045345306396484375,∅,0.0,0.045345306396484375,可忽略(<0.05),0.05879202485084534,0.013446718454360962,0.045345306396484375,∅,0.05879202485084534,0.045345306396484375,0.05865950137376785,0.013314194977283478,0.045345306396484375,0.05208742618560791,0.006742119789123535,0.045345306396484375,False,False,False,False,False,False,,,,,,
pjm,total_gen,gen_fuel_multiple_fuels_mw,0,0.2231592983007431,∅,0.0,0.2231592983007431,中(0.2-0.5),0.2189290076494217,-0.004230290651321411,0.2231592983007431,∅,0.2189290076494217,0.2231592983007431,0.22117623686790466,-0.00198306143283844,0.2231592983007431,0.2081897258758545,-0.01496957242488861,0.2231592983007431,False,False,False,False,False,False,,,,,,
pjm,metered_load_mw,gen_fuel_multiple_fuels_mw,0,0.2652645707130432,∅,0.0,0.2652645707130432,中(0.2-0.5),0.26152104139328003,-0.0037435293197631836,0.2652645707130432,∅,0.26152104139328003,0.2652645707130432,0.2619987726211548,-0.0032657980918884277,0.2652645707130432,0.24752622842788696,-0.01773834228515625,0.2652645707130432,False,False,False,False,False,False,,,,,,
pjm,total_losses,gen_fuel_multiple_fuels_mw,0,0.10511507093906403,∅,0.0,0.10511507093906403,低(0.05-0.2),0.09808384627103806,-0.0070312246680259705,0.10511507093906403,∅,0.09808384627103806,0.10511507093906403,0.07861471176147461,-0.026500359177589417,0.10511507093906403,0.05358884483575821,-0.05152622610330582,0.10511507093906403,False,False,False,False,False,False,,,,,,
pjm,congestion_price_da,gen_fuel_multiple_fuels_mw,0,0.035877227783203125,∅,0.0,0.035877227783203125,可忽略(<0.05),0.049433786422014236,0.013556558638811111,0.035877227783203125,∅,0.049433786422014236,0.035877227783203125,0.03369493782520294,-0.002182289958000183,0.035877227783203125,0.023701246827840805,-0.01217598095536232,0.035877227783203125,False,False,False,False,False,False,,,,,,
pjm,congestion_price_rt,gen_fuel_multiple_fuels_mw,0,0.12061256170272827,∅,0.0,0.12061256170272827,低(0.05-0.2),0.12937085330486298,0.008758291602134705,0.12061256170272827,∅,0.12937085330486298,0.12061256170272827,0.12730763852596283,0.006695076823234558,0.12061256170272827,0.12021049857139587,-0.00040206313133239746,0.12061256170272827,False,False,False,False,False,False,,,,,,
pjm,marginal_loss_price_da,gen_fuel_multiple_fuels_mw,0,0.15232592821121216,∅,0.0,0.15232592821121216,低(0.05-0.2),0.16171292960643768,0.009387001395225525,0.15232592821121216,∅,0.16171292960643768,0.15232592821121216,0.1658179759979248,0.013492047786712646,0.15232592821121216,0.11834172904491425,-0.03398419916629791,0.15232592821121216,False,False,False,False,False,False,,,,,,
pjm,total_lmp_da,gen_fuel_multiple_fuels_mw,0,0.2066645622253418,∅,0.0,0.2066645622253418,中(0.2-0.5),0.22220353782176971,0.015538975596427917,0.2066645622253418,∅,0.22220353782176971,0.2066645622253418,0.21810224652290344,0.011437684297561646,0.2066645622253418,0.18980984389781952,-0.016854718327522278,0.2066645622253418,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_primary_reserve,gen_fuel_multiple_fuels_mw,0,0.016469895839691162,∅,0.0,0.016469895839691162,可忽略(<0.05),0.01994505152106285,0.003475155681371689,0.016469895839691162,∅,0.01994505152106285,0.016469895839691162,0.02164050005376339,0.0051706042140722275,0.016469895839691162,0.023975400254130363,0.007505504414439201,0.016469895839691162,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_synchronized_reserve,gen_fuel_multiple_fuels_mw,0,0.04318571090698242,∅,0.0,0.04318571090698242,可忽略(<0.05),0.02538670413196087,-0.017799006775021553,0.04318571090698242,∅,0.02538670413196087,0.04318571090698242,0.029191572219133377,-0.013994138687849045,0.04318571090698242,0.026717551052570343,-0.01646815985441208,0.04318571090698242,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_thirty_minutes_reserve,gen_fuel_multiple_fuels_mw,0,0.235958069562912,∅,0.0,0.235958069562912,中(0.2-0.5),0.24323466420173645,0.007276594638824463,0.235958069562912,∅,0.24323466420173645,0.235958069562912,0.23907561600208282,0.0031175464391708374,0.235958069562912,0.24410010874271393,0.008142039179801941,0.235958069562912,False,False,False,False,False,False,,,,,,
pjm,net_actual_interchange_mw,gen_fuel_nuclear_mw,0,0.3521888256072998,∅,0.0,0.3521888256072998,中(0.2-0.5),0.3526577949523926,0.00046896934509277344,0.3521888256072998,∅,0.3526577949523926,0.3521888256072998,0.35220110416412354,1.2278556823730469e-05,0.3521888256072998,0.3370296061038971,-0.01515921950340271,0.3521888256072998,False,False,False,False,False,False,,,,,,
pjm,gross_actual_interchange_mw,gen_fuel_nuclear_mw,0,0.23768983781337738,∅,0.0,0.23768983781337738,中(0.2-0.5),0.23449547588825226,-0.003194361925125122,0.23768983781337738,∅,0.23449547588825226,0.23768983781337738,0.2338251918554306,-0.0038646459579467773,0.23768983781337738,0.2240157425403595,-0.013674095273017883,0.23768983781337738,False,False,False,False,False,False,,,,,,
pjm,total_gen,gen_fuel_nuclear_mw,0,0.5590986609458923,∅,0.0,0.5590986609458923,高(≥0.5),0.5707430839538574,0.011644423007965088,0.5590986609458923,∅,0.5707430839538574,0.5590986609458923,0.563974142074585,0.004875481128692627,0.5590986609458923,0.5654383897781372,0.006339728832244873,0.5590986609458923,True,True,False,False,False,False,,,,,,
pjm,metered_load_mw,gen_fuel_nuclear_mw,0,0.5064746737480164,∅,0.0,0.5064746737480164,高(≥0.5),0.5229288935661316,0.016454219818115234,0.5064746737480164,∅,0.5229288935661316,0.5064746737480164,0.5166347622871399,0.010160088539123535,0.5064746737480164,0.5173824429512024,0.010907769203186035,0.5064746737480164,True,True,False,False,False,False,,,,,,
pjm,total_losses,gen_fuel_nuclear_mw,0,0.5257582664489746,∅,0.0,0.5257582664489746,高(≥0.5),0.5353811383247375,0.00962287187576294,0.5257582664489746,∅,0.5353811383247375,0.5257582664489746,0.5258932709693909,0.00013500452041625977,0.5257582664489746,0.5178595185279846,-0.00789874792098999,0.5257582664489746,True,True,False,False,False,False,,,,,,
pjm,congestion_price_da,gen_fuel_nuclear_mw,0,0.0827970951795578,∅,0.0,0.0827970951795578,低(0.05-0.2),0.12170179933309555,0.03890470415353775,0.0827970951795578,∅,0.12170179933309555,0.0827970951795578,0.12897589802742004,0.046178802847862244,0.0827970951795578,0.12363995611667633,0.04084286093711853,0.0827970951795578,False,False,False,False,False,False,,,,,,
pjm,congestion_price_rt,gen_fuel_nuclear_mw,0,0.05349104106426239,∅,0.0,0.05349104106426239,低(0.05-0.2),0.08177278190851212,0.028281740844249725,0.05349104106426239,∅,0.08177278190851212,0.05349104106426239,0.08442921191453934,0.030938170850276947,0.05349104106426239,0.07746603339910507,0.023974992334842682,0.05349104106426239,False,False,False,False,False,False,,,,,,
pjm,marginal_loss_price_da,gen_fuel_nuclear_mw,0,0.19920451939105988,∅,0.0,0.19920451939105988,低(0.05-0.2),0.23381376266479492,0.034609243273735046,0.19920451939105988,∅,0.23381376266479492,0.19920451939105988,0.21555912494659424,0.016354605555534363,0.19920451939105988,0.19976700842380524,0.0005624890327453613,0.19920451939105988,False,False,False,False,False,False,,,,,,
pjm,total_lmp_da,gen_fuel_nuclear_mw,0,0.19099128246307373,∅,0.0,0.19099128246307373,低(0.05-0.2),0.2053302377462387,0.014338955283164978,0.19099128246307373,∅,0.2053302377462387,0.19099128246307373,0.20509329438209534,0.014102011919021606,0.19099128246307373,0.2066456526517868,0.015654370188713074,0.19099128246307373,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_primary_reserve,gen_fuel_nuclear_mw,0,0.26860883831977844,∅,0.0,0.26860883831977844,中(0.2-0.5),0.26725730299949646,-0.0013515353202819824,0.26860883831977844,∅,0.26725730299949646,0.26860883831977844,0.27335697412490845,0.004748135805130005,0.26860883831977844,0.2578839957714081,-0.010724842548370361,0.26860883831977844,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_synchronized_reserve,gen_fuel_nuclear_mw,0,0.19242677092552185,∅,0.0,0.19242677092552185,低(0.05-0.2),0.19789807498455048,0.0054713040590286255,0.19242677092552185,∅,0.19789807498455048,0.19242677092552185,0.18288475275039673,-0.009542018175125122,0.19242677092552185,0.170012429356575,-0.02241434156894684,0.19242677092552185,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_thirty_minutes_reserve,gen_fuel_nuclear_mw,0,0.3755262494087219,∅,0.0,0.3755262494087219,中(0.2-0.5),0.3821737468242645,0.0066474974155426025,0.3755262494087219,∅,0.3821737468242645,0.3755262494087219,0.3810257911682129,0.005499541759490967,0.3755262494087219,0.37135010957717896,-0.004176139831542969,0.3755262494087219,False,False,False,False,False,False,,,,,,
pjm,net_actual_interchange_mw,gen_fuel_oil_mw,0,0.06653323769569397,∅,0.0,0.06653323769569397,低(0.05-0.2),0.059318169951438904,-0.007215067744255066,0.06653323769569397,∅,0.059318169951438904,0.06653323769569397,0.057144198566675186,-0.009389039129018784,0.06653323769569397,0.06486789882183075,-0.0016653388738632202,0.06653323769569397,False,False,False,False,False,False,,,,,,
pjm,gross_actual_interchange_mw,gen_fuel_oil_mw,0,0.07897145301103592,∅,0.0,0.07897145301103592,低(0.05-0.2),0.07617593556642532,-0.0027955174446105957,0.07897145301103592,∅,0.07617593556642532,0.07897145301103592,0.07850341498851776,-0.00046803802251815796,0.07897145301103592,0.07419585436582565,-0.004775598645210266,0.07897145301103592,False,False,False,False,False,False,,,,,,
pjm,total_gen,gen_fuel_oil_mw,0,0.5005558133125305,∅,0.0,0.5005558133125305,高(≥0.5),0.500153124332428,-0.00040268898010253906,0.5005558133125305,∅,0.500153124332428,0.5005558133125305,0.4977145195007324,-0.0028412938117980957,0.5005558133125305,0.5011597871780396,0.0006039738655090332,0.5005558133125305,True,True,False,False,False,False,,,,,,
pjm,metered_load_mw,gen_fuel_oil_mw,0,0.534448504447937,∅,0.0,0.534448504447937,高(≥0.5),0.5312539339065552,-0.003194570541381836,0.534448504447937,∅,0.5312539339065552,0.534448504447937,0.5276975035667419,-0.006751000881195068,0.534448504447937,0.5303561687469482,-0.0040923357009887695,0.534448504447937,True,True,False,False,False,False,,,,,,
pjm,total_losses,gen_fuel_oil_mw,0,0.20815524458885193,∅,0.0,0.20815524458885193,中(0.2-0.5),0.21742279827594757,0.009267553687095642,0.20815524458885193,∅,0.21742279827594757,0.20815524458885193,0.19899563491344452,-0.00915960967540741,0.20815524458885193,0.19099748134613037,-0.017157763242721558,0.20815524458885193,False,False,False,False,False,False,,,,,,
pjm,congestion_price_da,gen_fuel_oil_mw,0,0.1488855481147766,∅,0.0,0.1488855481147766,低(0.05-0.2),0.13911375403404236,-0.009771794080734253,0.1488855481147766,∅,0.13911375403404236,0.1488855481147766,0.13396883010864258,-0.014916718006134033,0.1488855481147766,0.13714386522769928,-0.011741682887077332,0.1488855481147766,False,False,False,False,False,False,,,,,,
pjm,congestion_price_rt,gen_fuel_oil_mw,0,0.12824022769927979,∅,0.0,0.12824022769927979,低(0.05-0.2),0.0826181024312973,-0.04562212526798248,0.12824022769927979,∅,0.0826181024312973,0.12824022769927979,0.05736711993813515,-0.07087310776114464,0.12824022769927979,0.12452886253595352,-0.0037113651633262634,0.12824022769927979,False,False,False,False,False,False,,,,,,
pjm,marginal_loss_price_da,gen_fuel_oil_mw,0,0.49244746565818787,∅,0.0,0.49244746565818787,中(0.2-0.5),0.47225162386894226,-0.020195841789245605,0.49244746565818787,∅,0.47225162386894226,0.49244746565818787,0.4663892388343811,-0.026058226823806763,0.49244746565818787,0.4690682590007782,-0.023379206657409668,0.49244746565818787,False,False,False,False,False,False,,,,,,
pjm,total_lmp_da,gen_fuel_oil_mw,0,0.6803193092346191,∅,0.0,0.6803193092346191,高(≥0.5),0.6708484292030334,-0.009470880031585693,0.6803193092346191,∅,0.6708484292030334,0.6803193092346191,0.6755682229995728,-0.004751086235046387,0.6803193092346191,0.6754979491233826,-0.004821360111236572,0.6803193092346191,True,True,False,False,False,False,,,,,,
pjm,da_as_total_mw_primary_reserve,gen_fuel_oil_mw,0,0.0234304741024971,∅,0.0,0.0234304741024971,可忽略(<0.05),0.023651689291000366,0.00022121518850326538,0.0234304741024971,∅,0.023651689291000366,0.0234304741024971,0.025328291580080986,0.0018978174775838852,0.0234304741024971,0.023832986131310463,0.0004025120288133621,0.0234304741024971,False,False,False,False,False,False,,,,,,
pjm,da_as_total_mw_synchronized_reserve,gen_fuel_oil_mw,0,0.08713921159505844,∅,0.0,0.08713921159505844,低(0.05-0.2),0.08672531694173813,-0.0004138946533203125,0.08713921159505844,∅,0.08672531694173813,0.08713921159505844,0.08156847953796387,-0.005570732057094574,0.08713921159505844,0.0743321031332016,-0.012807108461856842,0.08713921159505844,False,False,False,False,False,False,,,,,,
