数据集,K,条目数,exact_M均值,MAE_集成,bias_集成,认证下界比_集成,MAE_单种子,bias_单种子,认证下界比_单种子,MAE_元训练,bias_元训练,认证下界比_元训练,critical数_τ0.5,recall_τ0.5,precision_τ0.5,critical数_τ0.7,recall_τ0.7,precision_τ0.7,critical数_τ0.9,recall_τ0.9,precision_τ0.9
caiso,0,492,0.1819579726530438,0.00652755582764553,-0.0006584685926022425,1.0,0.0067264020326843095,-0.001043536989719889,1.0,,,0.0,45,0.9777777777777777,0.9777777777777777,18,1.0,0.9473684210526315,3,1.0,1.0
caiso,1,492,0.2550154445745899,0.009288283617697596,-0.006314003484217617,0.9858673991016795,0.01070807739047379,-0.00809587263767191,0.9827797145569505,,,0.0,212,0.9528301886792453,0.9805825242718447,137,0.9854014598540146,0.9926470588235294,13,0.9230769230769231,0.8
caiso,2,492,0.2816914665035722,0.014131841408770258,-0.011161379243542508,0.9527100842631413,0.01800037479800422,-0.016129937219789357,0.9463476762561827,,,0.0,380,0.9236842105263158,0.975,246,0.8658536585365854,1.0,115,0.9478260869565217,0.9732142857142857
pjm,0,492,0.14429638850635929,0.010653229588595837,-0.004329979392242251,1.0,0.011153300307256817,-0.004482452995726055,1.0,0.010584399977806316,-0.0048283100603824765,1.0,29,1.0,0.9354838709677419,11,1.0,1.0,5,1.0,1.0
pjm,1,492,0.24169595856825268,0.028051042891433085,0.0008828460458454078,0.8975402293076947,0.02544203955240972,-0.007919795731673153,0.9135691415704508,0.022959144594814112,-0.014228151147670256,0.9358126384113001,251,0.8167330677290837,0.9669811320754716,115,0.808695652173913,0.9789473684210527,38,0.9736842105263158,1.0
pjm,2,492,0.2873308732424204,0.02969645665640511,-0.007366683947422155,0.8216174375635762,0.03208544966954041,-0.02199441789672142,0.8352058424826895,0.03184313604956478,-0.02787937795576768,0.858864913882236,394,0.9720812182741116,0.9871134020618557,337,0.7537091988130564,0.9921875,86,0.9651162790697675,1.0
