confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9908185601234436,0.009572658687829971,True
total_gen,0.9874463081359863,0.01321384310722351,True
total_lmp_da,0.9818348288536072,0.020746229216456413,True
da_as_total_mw_primary_reserve,0.9513140320777893,0.05120895430445671,True
da_as_total_mw_synchronized_reserve,0.9178311228752136,0.0847369059920311,True
da_as_total_mw_thirty_minutes_reserve,0.8707312345504761,0.13434895873069763,True
total_losses,0.8619816303253174,0.13766202330589294,True
net_actual_interchange_mw,0.8452138304710388,0.15706384181976318,True
gross_actual_interchange_mw,0.7949991226196289,0.2133227437734604,True
marginal_loss_price_da,0.7866523265838623,0.2095372974872589,True
congestion_price_da,0.6415117979049683,0.38886699080467224,True
congestion_price_rt,0.6275171041488647,0.41622811555862427,True
