variant,S1<0_all,S1<0_strong,n_strong,parent_gap_strong,spearman_S1,rec_all,recS1_0.1-0.12,recS1_0.12-0.15,recS1_0.15-0.2,recS1_0.2-1.01,recS2_>0.2
baseline_uniform(75),10,0,15,0.025862963994344075,0.7030270647848793,0.8261583100362984,0.8523276753898619,0.8816440390363836,0.6907939609563662,0.047309906168686106,0.8107603753252556
none(sanity),10,0,15,0.025862963994344075,0.7030270647848793,0.8261583100362984,0.8523276753898619,0.8816440390363836,0.6907939609563662,0.047309906168686106,0.8107603753252556
mono_lam2,0,0,15,0.0394684632619222,0.669202800740497,0.8067754265656782,0.8382974443465268,0.8564276420742591,0.6576124025291721,0.047309906168686106,0.5204089678555471
mono_lam10,0,0,15,0.07586038907368978,0.5513739438325362,0.7027649498516618,0.6889009157438984,0.7857849566680737,0.6493170129223736,0.14192971850605832,0.473099061686861
incr_lam2,0,0,15,0.0452617088953654,0.6305086315458158,0.8184579894035031,0.8506034713973717,0.8753399397958526,0.6493170129223736,0.047309906168686106,0.473099061686861
incr_lam10,0,0,15,0.08635125557581584,0.5239461594283925,0.7233745371786452,0.7381250239472776,0.7601360284525014,0.6742031817427692,0.047309906168686106,0.473099061686861
mono_incr_lam5,0,0,15,0.07995917399724324,0.50704271499689,0.6751534181937185,0.6519828345913637,0.743943249097726,0.6990893505631648,0.14192971850605832,0.473099061686861
