target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.1782121658325195,0.9913470786282804
gross_actual_interchange_mw,11,2.275740146636963,0.9490573556121776
total_gen,28,3.1471617221832275,0.9444683579813512
metered_load_mw,27,3.0998966693878174,0.9405491823222253
total_losses,19,2.8969175815582275,0.9838606274592704
congestion_price_da,8,2.0730299949645996,0.9969166977831669
congestion_price_rt,11,2.193828821182251,0.9148976796730693
marginal_loss_price_da,21,3.018476724624634,0.9914450579256479
total_lmp_da,32,3.349701404571533,0.9665195209668292
da_as_total_mw_primary_reserve,11,2.2612037658691406,0.9429952139779193
da_as_total_mw_synchronized_reserve,8,1.8978102207183838,0.9126537979929339
da_as_total_mw_thirty_minutes_reserve,18,2.8630573749542236,0.9905498720476626
