field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.949075099080801,-0.04156985474114139,True
metered_load_mw,0.9762308832723112,0.9717331100255251,-0.00449777324678613,True
total_losses,0.6540839836602339,0.5060558319091797,-0.14802815175105422,True
congestion_price_da,0.0475838272605031,0.07983362674713135,0.03224979948662825,True
congestion_price_rt,0.4561738508473963,0.4686811566352844,0.012507305787888112,True
marginal_loss_price_da,0.4407231017762543,0.47565001249313354,0.034926910716879256,True
total_lmp_da,0.9299314144617218,0.8534135073423386,-0.07651790711938322,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9695259854197502,-0.005701833538011347,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9235006794333458,-0.01834243161230098,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.4008055329322815,-0.05609850507222258,True
