confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9559201747179031,0.019060496240854263,True
da_as_total_mw_primary_reserve,0.9458004832267761,0.07494036108255386,True
da_as_total_mw_synchronized_reserve,0.9445972070097923,0.046661827713251114,True
total_gen,0.9364182725548744,0.02908439189195633,True
total_lmp_da,0.8556988388299942,0.06267141550779343,True
total_losses,0.6543005704879761,0.3034929931163788,True
congestion_price_rt,0.45292264223098755,0.8940921425819397,True
marginal_loss_price_da,0.4341084957122803,0.3099358081817627,True
da_as_total_mw_thirty_minutes_reserve,0.34131884574890137,0.47269073128700256,True
congestion_price_da,0.23327821493148804,1.2995164394378662,True
gross_actual_interchange_mw,0.21105140447616577,0.46063515543937683,True
net_actual_interchange_mw,-0.8510562181472778,1.4393607378005981,True
