field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.6394345164299011,0.39124456041621664,True
gross_actual_interchange_mw,0.2460934792895835,0.7088049650192261,0.4627114857296426,True
total_gen,0.9906449538219424,0.9818743467330933,-0.008770607088849136,True
metered_load_mw,0.9762308832723112,0.9852158427238464,0.008984959451535213,True
total_losses,0.6540839836602339,0.7825357913970947,0.12845180773686082,True
congestion_price_da,0.0475838272605031,0.31623178720474243,0.26864795994423935,True
congestion_price_rt,0.4561738508473963,0.5601037740707397,0.10392992322334343,True
marginal_loss_price_da,0.4407231017762543,0.7393921613693237,0.29866905959306944,True
total_lmp_da,0.9299314144617218,0.9694585204124451,0.039527105950723285,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9490901827812195,-0.02613763617654208,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9094537496566772,-0.03238936138896953,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.7511717081069946,0.29426767010249055,True
