target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,9,0.19980564713478088,0.19987979531288147,0.1998348981142044,0.20090776681900024,0.199571892619133
gross_actual_interchange_mw,11,0.1999635547399521,0.19987358152866364,0.20005112886428833,0.20010428130626678,0.20000745356082916
total_gen,28,0.19381208717823029,0.19246211647987366,0.19458571076393127,0.22809433937072754,0.19104579091072083
metered_load_mw,27,0.19398464262485504,0.19044190645217896,0.19673195481300354,0.22797372937202454,0.19086778163909912
total_losses,19,0.17038241028785706,0.16573242843151093,0.1671164631843567,0.33114588260650635,0.16562286019325256
congestion_price_da,8,0.17628933489322662,0.14534464478492737,0.1479194015264511,0.2617857754230499,0.26866084337234497
congestion_price_rt,11,0.1879400610923767,0.19280384480953217,0.18858961760997772,0.22712473571300507,0.20354175567626953
marginal_loss_price_da,21,0.1995527595281601,0.1835801750421524,0.19717399775981903,0.23661968111991882,0.18307340145111084
total_lmp_da,32,0.19400808215141296,0.1819136142730713,0.20436087250709534,0.2369527667760849,0.1827646791934967
da_as_total_mw_primary_reserve,11,0.25622960925102234,0.1793300062417984,0.21782873570919037,0.17200766503810883,0.17460399866104126
da_as_total_mw_synchronized_reserve,8,0.180801123380661,0.17545777559280396,0.18960264325141907,0.27759280800819397,0.17654570937156677
da_as_total_mw_thirty_minutes_reserve,18,0.19408215582370758,0.19635458290576935,0.1879463791847229,0.23789548873901367,0.1837213933467865
