field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.942467212677002,-2.1906571686906866,False
gross_actual_interchange_mw,0.2460934792895835,-0.5557624101638794,-0.8018558894534629,False
total_gen,0.9906449538219424,0.9357329457998276,-0.05491200802211482,True
metered_load_mw,0.9762308832723112,0.9665757715702057,-0.009655111702105534,True
total_losses,0.6540839836602339,0.6604825854301453,0.006398601769911361,True
congestion_price_da,0.0475838272605031,0.29962295293807983,0.25203912567757675,True
congestion_price_rt,0.4561738508473963,0.467329204082489,0.011155353235092702,True
marginal_loss_price_da,0.4407231017762543,0.4472181797027588,0.0064950779265045,True
total_lmp_da,0.9299314144617218,0.8607707768678665,-0.06916063759385527,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9607912600040436,-0.014436558953717982,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9319337010383606,-0.009909410007286179,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.3902893662452698,-0.0666146717592343,True
