confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9707365799695253,0.04046181961894035,True
metered_load_mw,0.9623797722160816,0.016267310827970505,True
da_as_total_mw_synchronized_reserve,0.9312849640846252,0.05787378177046776,True
total_gen,0.9247542843222618,0.03441988676786423,True
total_lmp_da,0.8842599242925644,0.0502670556306839,True
total_losses,0.6303318440914154,0.3245353698730469,True
congestion_price_rt,0.4470140337944031,0.9037485122680664,True
marginal_loss_price_da,0.4423747658729553,0.30540841817855835,True
da_as_total_mw_thirty_minutes_reserve,0.38990235328674316,0.43782562017440796,True
congestion_price_da,0.26869863271713257,1.2394825220108032,True
gross_actual_interchange_mw,-0.5567127466201782,0.9089015126228333,False
net_actual_interchange_mw,-1.9254083633422852,2.2747650146484375,False
