target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,7,0.15609340369701385,0.14739392697811127,0.17420117557048798,0.3385429382324219,0.18376854062080383
gross_actual_interchange_mw,10,0.16385182738304138,0.14751645922660828,0.14807651937007904,0.3992825150489807,0.1412726640701294
total_gen,23,0.1955222487449646,0.19445361196994781,0.19586807489395142,0.22000689804553986,0.19414912164211273
metered_load_mw,21,0.19066306948661804,0.18896372616291046,0.19789402186870575,0.23233453929424286,0.1901446282863617
total_losses,14,0.18422506749629974,0.17603565752506256,0.17406752705574036,0.2860749661922455,0.17959673702716827
congestion_price_da,4,0.15698954463005066,0.14626027643680573,0.1524866670370102,0.27824708819389343,0.2660163938999176
congestion_price_rt,9,0.22885830700397491,0.1889021098613739,0.21279865503311157,0.14947667717933655,0.21996426582336426
marginal_loss_price_da,16,0.19704928994178772,0.18608368933200836,0.21253302693367004,0.2174173891544342,0.18691660463809967
total_lmp_da,25,0.19305935502052307,0.18443003296852112,0.20796136558055878,0.22971148788928986,0.18483781814575195
da_as_total_mw_primary_reserve,8,0.22689935564994812,0.18512795865535736,0.21019841730594635,0.19147373735904694,0.18630050122737885
da_as_total_mw_synchronized_reserve,7,0.15759040415287018,0.15252245962619781,0.18452492356300354,0.34957605600357056,0.1557861715555191
da_as_total_mw_thirty_minutes_reserve,15,0.20048710703849792,0.18289563059806824,0.16752108931541443,0.26659712195396423,0.1824990212917328
