target_idx,target_field,source_idx,source_field,edge_weight,dominant_metric,dominant_alpha,alpha_pearson,corr_pearson,alpha_spearman,corr_spearman,alpha_kendall,corr_kendall,alpha_nmi,corr_nmi,alpha_distance_corr,corr_distance_corr
49,congestion_price_da,52,total_lmp_da,0.34628257155418396,distance_corr,0.20301084220409393,0.19894568622112274,0.4613504707813263,0.20006875693798065,0.29018691182136536,0.19888091087341309,0.2076619416475296,0.19909381866455078,0.21505770087242126,0.20301084220409393,0.5532950162887573
49,congestion_price_da,38,system_energy_price_da,0.2755533456802368,kendall,0.22094100713729858,0.18520289659500122,0.388834685087204,0.2115614265203476,0.19425344467163086,0.22094100713729858,0.13705527782440186,0.2050219625234604,0.2259063422679901,0.17727266252040863,0.48426321148872375
49,congestion_price_da,40,marginal_loss_price_rt,0.2651345431804657,pearson,0.2027943879365921,0.2027943879365921,0.3099381625652313,0.19549405574798584,0.17911888659000397,0.200551837682724,0.13185171782970428,0.20258963108062744,0.3215057849884033,0.19856999814510345,0.38116180896759033
49,congestion_price_da,51,marginal_loss_price_da,0.2649081349372864,distance_corr,0.20772677659988403,0.20084619522094727,0.31557369232177734,0.19943013787269592,0.24942809343338013,0.19706471264362335,0.16413700580596924,0.19493217766284943,0.10439097881317139,0.20772677659988403,0.4770117700099945
49,congestion_price_da,19,forecast_load_mw_latest_available,0.26094850897789,distance_corr,0.20799793303012848,0.20536521077156067,0.35352468490600586,0.1998949944972992,0.2318982034921646,0.19304607808589935,0.14451201260089874,0.19369584321975708,0.15798461437225342,0.20799793303012848,0.4014131426811218
50,congestion_price_rt,39,total_lmp_rt,0.5448373556137085,spearman,0.22941163182258606,0.20023547112941742,0.551084578037262,0.22941163182258606,0.6060451865196228,0.1615142524242401,0.4237808585166931,0.18148431181907654,0.4952596426010132,0.22735430300235748,0.6031481027603149
50,congestion_price_rt,40,marginal_loss_price_rt,0.5262176990509033,distance_corr,0.23135748505592346,0.19407998025417328,0.49367573857307434,0.20388557016849518,0.5644955635070801,0.18307001888751984,0.4334668815135956,0.18760696053504944,0.45772281289100647,0.23135748505592346,0.6487181782722473
50,congestion_price_rt,27,total_pjm_rmccp_cr,0.44747790694236755,kendall,0.21743248403072357,0.21492883563041687,0.2986759841442108,0.20698454976081848,0.3606615364551544,0.21743248403072357,0.2802852988243103,0.16142019629478455,1.0,0.19923394918441772,0.4330042600631714
50,congestion_price_rt,21,rmccp,0.40866103768348694,kendall,0.21946771442890167,0.20992949604988098,0.31632015109062195,0.20441600680351257,0.36091718077659607,0.21946771442890167,0.2560354471206665,0.16693024337291718,0.7817705273628235,0.1992565542459488,0.41045671701431274
50,congestion_price_rt,52,total_lmp_da,0.3439229130744934,nmi,0.2139275223016739,0.19733095169067383,0.4078725576400757,0.1936132162809372,0.48755285143852234,0.1993139088153839,0.329294353723526,0.2139275223016739,0.0783608928322792,0.19581441581249237,0.44247952103614807
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,0.30906280875205994,spearman,0.22869308292865753,0.22175656259059906,0.3718937039375305,0.22869308292865753,0.39785197377204895,0.17551743984222412,0.2569660544395447,0.1571662276983261,0.08241724222898483,0.21686667203903198,0.3576008975505829
50,congestion_price_rt,15,gen_fuel_oil_pct,0.2782597839832306,nmi,0.23207330703735352,0.18848586082458496,0.3720622956752777,0.190998837351799,0.35019150376319885,0.1993831992149353,0.2665393650531769,0.23207330703735352,0.0805714949965477,0.18905885517597198,0.3670981824398041
50,congestion_price_rt,5,gen_fuel_oil_mw,0.2744291424751282,nmi,0.22960370779037476,0.19210706651210785,0.33530130982398987,0.19182507693767548,0.3377348780632019,0.19946064054965973,0.2680465579032898,0.22960370779037476,0.09090766310691833,0.187003493309021,0.3790939748287201
50,congestion_price_rt,38,system_energy_price_da,0.26551157236099243,nmi,0.4162713289260864,0.1406375616788864,0.4089517295360565,0.12904444336891174,0.47434085607528687,0.17396360635757446,0.3167056739330292,0.4162713289260864,0.08182870596647263,0.14008313417434692,0.411386638879776
50,congestion_price_rt,47,metered_load_mw,0.26425525546073914,spearman,0.2048938274383545,0.20099101960659027,0.288799524307251,0.2048938274383545,0.3562462627887726,0.1985989660024643,0.24285390973091125,0.191344752907753,0.07835061103105545,0.20417143404483795,0.34281957149505615
31,da_as_as_req_mw_primary_reserve,32,da_as_as_req_mw_synchronized_reserve,1.0,pearson,0.20000000298023224,0.20000000298023224,1.0,0.20000000298023224,1.0,0.20000000298023224,1.0,0.20000000298023224,1.0,0.20000000298023224,1.0
31,da_as_as_req_mw_primary_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,0.9674323201179504,nmi,0.2000870704650879,0.2000461369752884,0.9881067872047424,0.20000921189785004,0.9632535576820374,0.19980594515800476,0.8958373069763184,0.2000870704650879,1.0,0.20005160570144653,0.9898701906204224
