,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,gross_actual_interchange_mw,total_gen,metered_load_mw,total_losses,congestion_price_da,congestion_price_rt,marginal_loss_price_da,total_lmp_da,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve
gen_fuel_coal_mw,0.2,0.20022202,0.2,0.2,0.19997367,0.19983242,0.20023373,0.2,0.2,0.2,0.19991116,0.2,0.2,0.2,0.1997522,0.19984186,0.20002155,0.2,0.2,0.19992098,0.19996855,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19992927,0.2000191,0.1999824,0.2,0.2004137,0.20002866,0.2,0.20005603,0.20004189,0.20002133,0.20008,0.2,0.2,0.20004977,0.20004079,0.2,0.2,0.2
gen_fuel_gas_mw,0.20000356,0.2,0.20001854,0.1999573,0.2000354,0.19999166,0.2,0.2,0.2,0.19997063,0.19999485,0.2000476,0.2,0.2,0.200043,0.19998673,0.20000064,0.2,0.1999819,0.20002496,0.20002037,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20002115,0.20000498,0.20000832,0.2,0.2,0.2,0.2,0.2000157,0.199987,0.20002301,0.20000647,0.2,0.20001863,0.2,0.2,0.19999243,0.19998792,0.20001096,0.2,0.2,0.20000777,0.2000025,0.2,0.2000025,0.2
gen_fuel_hydro_mw,0.2,0.20017585,0.2,0.2,0.2,0.200214,0.2,0.2,0.19989997,0.2,0.2,0.2,0.19971107,0.2,0.19976847,0.20009685,0.2,0.2,0.2,0.20019993,0.20018923,0.2,0.19995056,0.20004864,0.19991902,0.2,0.2,0.2,0.19997624,0.2000301,0.2001218,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20028023,0.20015138,0.2,0.2,0.2,0.2,0.2,0.2,0.19990732,0.19991253,0.2,0.2,0.2,0.19988734,0.19991435,0.2,0.2,0.2
gen_fuel_multiple_fuels_mw,0.2,0.19982868,0.2,0.2,0.2,0.20012543,0.2,0.2,0.2,0.2000415,0.2,0.19983056,0.2,0.19967957,0.19899003,0.20010981,0.19979863,0.2,0.19996981,0.19978313,0.19980179,0.2,0.2,0.2,0.2,0.2,0.2,0.20020537,0.19968176,0.2,0.2,0.2,0.2,0.2,0.19993985,0.20002955,0.19997078,0.2,0.20019071,0.2000714,0.20014375,0.2,0.2,0.2,0.2,0.2,0.19991031,0.19991113,0.2,0.2,0.20002736,0.2,0.19999966,0.2,0.2,0.20010664
gen_fuel_nuclear_mw,0.19902764,0.20166253,0.2,0.2,0.2,0.2,0.19428697,0.2,0.2,0.2,0.19773363,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20117515,0.20148826,0.2,0.2,0.2,0.2,0.19888237,0.2,0.2,0.2,0.2,0.2,0.19990371,0.19990364,0.19984163,0.2,0.2,0.2,0.19772114,0.2,0.2,0.2,0.2,0.20004533,0.20004646,0.20050113,0.20041525,0.20062707,0.20069808,0.20034571,0.2,0.2,0.2,0.2,0.20006928,0.2,0.19998996
gen_fuel_oil_mw,0.20010963,0.20037618,0.19990966,0.20000106,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2002962,0.2,0.19984774,0.1999545,0.19998735,0.20002066,0.2,0.19992144,0.20010397,0.20010175,0.20004128,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20006113,0.20001014,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19997823,0.2000127,0.20001331,0.2,0.2,0.2,0.2,0.2,0.19999178,0.19998987,0.2,0.2,0.19998598,0.20001042,0.20001197,0.2,0.2,0.19997774
gen_fuel_other_renewables_mw,0.19997837,0.2,0.2,0.2,0.19998993,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20002998,0.2,0.2,0.19999391,0.19999318,0.2,0.2,0.2,0.2,0.20000757,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_solar_mw,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000137,0.2,0.2,0.2,0.2,0.2,0.2,0.19999969,0.2,0.19999932,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000118,0.2,0.19999935,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_storage_mw,0.2,0.2,0.1999848,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1999704,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999652,0.2,0.2,0.2,0.2,0.19999962,0.2000178,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.200005,0.20000528,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999957,0.2,0.2,0.2
gen_fuel_wind_mw,0.2,0.1999947,0.2,0.19999877,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1999982,0.2,0.19999842,0.2,0.2,0.2,0.2,0.19999485,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_coal_pct,0.19989799,0.20053452,0.2,0.2,0.1999624,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2001557,0.2,0.20013945,0.2,0.2,0.19989847,0.19998758,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19990942,0.20004533,0.200279,0.2,0.2,0.19990596,0.2,0.2001335,0.20013715,0.20012763,0.20007846,0.2,0.2,0.20014188,0.20011288,0.2,0.2,0.2
gen_fuel_gas_pct,0.2,0.2000398,0.2,0.20000207,0.2,0.19999965,0.2,0.2,0.2,0.19999747,0.2,0.2,0.2,0.2,0.20000654,0.1999921,0.19999798,0.20000748,0.19999875,0.20000657,0.20000772,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000492,0.2,0.19999947,0.20000076,0.19999807,0.1999974,0.2,0.2,0.20000167,0.20000052,0.20000316,0.2,0.2,0.2,0.2,0.20000288,0.19999589,0.2,0.2,0.2,0.2,0.19999935,0.2,0.2,0.2
gen_fuel_hydro_pct,0.2,0.2,0.1999872,0.2,0.2,0.2,0.2,0.2,0.20002103,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2000046,0.2,0.19991885,0.2,0.2,0.2,0.2,0.20001943,0.19998917,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20005137,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19997188,0.2,0.2,0.2
