metric,mean,std,min,q05,q25,median,q75,q95,max
pearson,0.19983971118927002,0.007071639411151409,0.12816880643367767,0.19545841962099075,0.1999318152666092,0.20000001788139343,0.20008880272507668,0.20276927575469017,0.323880136013031
spearman,0.19957314431667328,0.00623911852017045,0.12904444336891174,0.19613586738705635,0.19991428032517433,0.19999786466360092,0.20004522800445557,0.20198668166995049,0.2489846646785736
kendall,0.19977599382400513,0.0049163890071213245,0.14105091989040375,0.19826390594244003,0.19993681460618973,0.20000000298023224,0.20005015656352043,0.20129570364952087,0.2556949257850647
nmi,0.20110908150672913,0.016746072098612785,0.12847833335399628,0.19338345900177956,0.19983547553420067,0.2000003457069397,0.20021359622478485,0.21074619889259338,0.4473000466823578
distance_corr,0.19970206916332245,0.005714057479053736,0.12836292386054993,0.19646606966853142,0.19990959763526917,0.1999995931982994,0.20006133615970612,0.2025037594139576,0.23568686842918396
