,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,gross_actual_interchange_mw,total_gen,metered_load_mw,total_losses,congestion_price_da,congestion_price_rt,marginal_loss_price_da,total_lmp_da,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve
gen_fuel_coal_mw,0.2,0.19996639,0.2,0.2,0.20001897,0.20018701,0.19994183,0.2,0.2,0.2,0.19998167,0.2,0.2,0.2,0.2000564,0.20016009,0.1999312,0.2,0.2,0.20005526,0.20007259,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2000642,0.19999817,0.20011325,0.2,0.19984621,0.1999964,0.2,0.19992922,0.19995297,0.19998635,0.19988737,0.2,0.2,0.19991557,0.19994424,0.2,0.2,0.2
gen_fuel_gas_mw,0.20001337,0.2,0.20000704,0.20004849,0.19999084,0.20000896,0.2,0.2,0.2,0.19998719,0.19999555,0.20000663,0.2,0.2,0.19995162,0.20002098,0.19999653,0.2,0.19998991,0.19999771,0.20000775,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000282,0.19999263,0.19999982,0.2,0.2,0.2,0.2,0.19998507,0.19996373,0.19999707,0.19999427,0.2,0.19998467,0.2,0.2,0.20000438,0.20000617,0.1999832,0.2,0.2,0.19998488,0.1999933,0.2,0.19998981,0.2
gen_fuel_hydro_mw,0.2,0.19993469,0.2,0.2,0.2,0.19989619,0.2,0.2,0.20001146,0.2,0.2,0.2,0.20000829,0.2,0.20017381,0.1999796,0.2,0.2,0.2,0.19992022,0.19987395,0.2,0.19999701,0.1999549,0.20001647,0.2,0.2,0.2,0.20001346,0.20002146,0.20002072,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19997081,0.19997743,0.2,0.2,0.2,0.2,0.2,0.2,0.20003921,0.20002541,0.2,0.2,0.2,0.19999905,0.20001186,0.2,0.2,0.2
gen_fuel_multiple_fuels_mw,0.2,0.20013516,0.2,0.2,0.2,0.19991404,0.2,0.2,0.2,0.20002301,0.2,0.20004457,0.2,0.19995435,0.20078382,0.19991742,0.20028304,0.2,0.20001389,0.20004028,0.20012322,0.2,0.2,0.2,0.2,0.2,0.2,0.19991666,0.20010565,0.2,0.2,0.2,0.2,0.2,0.20009093,0.1999631,0.20002043,0.2,0.19980547,0.19992937,0.19987318,0.2,0.2,0.2,0.2,0.2,0.20008363,0.20010564,0.2,0.2,0.19988607,0.2,0.19997503,0.2,0.2,0.1999707
gen_fuel_nuclear_mw,0.20079035,0.19917761,0.2,0.2,0.2,0.2,0.20445359,0.2,0.2,0.2,0.20173323,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19937272,0.19941224,0.2,0.2,0.2,0.2,0.20059073,0.2,0.2,0.2,0.2,0.2,0.19981791,0.19957636,0.19945636,0.2,0.2,0.2,0.2002946,0.2,0.2,0.2,0.2,0.19992569,0.20000926,0.19969268,0.1999313,0.19963108,0.1995695,0.19989274,0.2,0.2,0.2,0.2,0.1998642,0.2,0.20004363
gen_fuel_oil_mw,0.19997193,0.19982833,0.19999662,0.20001689,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1999171,0.2,0.20001069,0.20002238,0.20005807,0.19998601,0.2,0.20000683,0.19990838,0.19995226,0.20001678,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20002551,0.19999953,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20002255,0.19997714,0.19996636,0.2,0.2,0.2,0.2,0.2,0.20001215,0.20001079,0.2,0.2,0.19998387,0.19999042,0.19999298,0.2,0.2,0.20003775
gen_fuel_other_renewables_mw,0.20001519,0.2,0.2,0.2,0.20000523,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19996493,0.2,0.2,0.20002614,0.20002635,0.2,0.2,0.2,0.2,0.19997151,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_solar_mw,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999854,0.2,0.2,0.2,0.2,0.2,0.2,0.19999894,0.2,0.20000021,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999959,0.2,0.20000008,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_storage_mw,0.2,0.2,0.20000155,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999473,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999734,0.2,0.2,0.2,0.2,0.20000233,0.20000428,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999047,0.19999315,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999745,0.2,0.2,0.2
gen_fuel_wind_mw,0.2,0.2000101,0.2,0.20000269,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000075,0.2,0.20000094,0.2,0.2,0.2,0.2,0.20000365,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_coal_pct,0.19999394,0.19977207,0.2,0.2,0.19997315,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19973162,0.2,0.19989717,0.2,0.2,0.20008351,0.20003605,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20012088,0.20004563,0.20045325,0.2,0.2,0.20008841,0.2,0.1998616,0.19987983,0.19987443,0.19992,0.2,0.2,0.19986276,0.19988894,0.2,0.2,0.2
gen_fuel_gas_pct,0.2,0.1999939,0.2,0.20000353,0.2,0.20000285,0.2,0.2,0.2,0.1999968,0.2,0.2,0.2,0.2,0.19999117,0.20000644,0.19999945,0.19998999,0.19999678,0.19999759,0.2000006,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20000276,0.2,0.20000845,0.20000124,0.2000031,0.20000696,0.2,0.2,0.1999938,0.19999519,0.20000224,0.2,0.2,0.2,0.2,0.19999713,0.19999959,0.2,0.2,0.2,0.2,0.19999838,0.2,0.2,0.2
