,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,gross_actual_interchange_mw,total_gen,metered_load_mw,total_losses,congestion_price_da,congestion_price_rt,marginal_loss_price_da,total_lmp_da,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve
gen_fuel_coal_mw,0.2,0.19931467,0.2,0.2,0.2000458,0.20031616,0.19957255,0.2,0.2,0.2,0.20030369,0.2,0.2,0.2,0.20066914,0.20031244,0.2000184,0.2,0.2,0.20017749,0.2000206,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20012887,0.19995563,0.19973664,0.2,0.199117,0.19992098,0.2,0.19990335,0.19992128,0.19994836,0.1998738,0.2,0.2,0.19993186,0.19993448,0.2,0.2,0.2
gen_fuel_gas_mw,0.19997095,0.2,0.19995478,0.20008515,0.19995034,0.20001438,0.2,0.2,0.2,0.20009981,0.20001322,0.1998434,0.2,0.2,0.19991869,0.20001815,0.20000193,0.2,0.20009755,0.19992305,0.19992077,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19995156,0.1999669,0.19997758,0.2,0.2,0.2,0.2,0.1999613,0.20006037,0.19996393,0.19998537,0.2,0.19999288,0.2,0.2,0.20001826,0.20003544,0.19998996,0.2,0.2,0.19999358,0.19999485,0.2,0.20000449,0.2
gen_fuel_hydro_mw,0.2,0.19959982,0.2,0.2,0.2,0.19962928,0.2,0.2,0.20031036,0.2,0.2,0.2,0.20089035,0.2,0.2006433,0.19975278,0.2,0.2,0.2,0.19953522,0.19951446,0.2,0.20035611,0.19991998,0.20015119,0.2,0.2,0.2,0.20012935,0.19995742,0.19974113,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19943978,0.19966854,0.2,0.2,0.2,0.2,0.2,0.2,0.20021404,0.20022763,0.2,0.2,0.2,0.20018944,0.20019571,0.2,0.2,0.2
gen_fuel_multiple_fuels_mw,0.2,0.20046504,0.2,0.2,0.2,0.19972894,0.2,0.2,0.2,0.19985843,0.2,0.20039201,0.2,0.20103978,0.20243506,0.19973777,0.20066176,0.2,0.20006932,0.20079823,0.20073466,0.2,0.2,0.2,0.2,0.2,0.2,0.19987014,0.20060912,0.2,0.2,0.2,0.2,0.2,0.20010452,0.1999473,0.20007811,0.2,0.1996808,0.20000257,0.19991602,0.2,0.2,0.2,0.2,0.2,0.20015538,0.20018157,0.2,0.2,0.20014085,0.2,0.20001017,0.2,0.2,0.19962312
gen_fuel_nuclear_mw,0.20185263,0.19750753,0.2,0.2,0.2,0.2,0.21164744,0.2,0.2,0.2,0.20400168,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19762343,0.19697264,0.2,0.2,0.2,0.2,0.20186716,0.2,0.2,0.2,0.2,0.2,0.20018509,0.2006607,0.20035355,0.2,0.2,0.2,0.20281005,0.2,0.2,0.2,0.2,0.19994317,0.19977272,0.19921155,0.19893877,0.19882314,0.19850174,0.19906183,0.2,0.2,0.2,0.2,0.19981329,0.2,0.19997376
gen_fuel_oil_mw,0.19971006,0.19945425,0.20015882,0.19997703,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19943972,0.2,0.20033729,0.20010749,0.19998313,0.19994394,0.2,0.20019619,0.19982317,0.1998121,0.19995773,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19997825,0.20004243,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20009513,0.19998565,0.1999985,0.2,0.2,0.2,0.2,0.2,0.20001267,0.20001712,0.2,0.2,0.20004101,0.19997598,0.19995806,0.2,0.2,0.20006323
gen_fuel_other_renewables_mw,0.20003542,0.2,0.2,0.2,0.20001704,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19980046,0.2,0.2,0.20000711,0.20000221,0.2,0.2,0.2,0.2,0.20001875,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_solar_mw,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999838,0.2,0.2,0.2,0.2,0.2,0.2,0.20000221,0.2,0.20000179,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19999684,0.2,0.20000191,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
gen_fuel_storage_mw,0.2,0.2,0.20004587,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20008992,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20001182,0.2,0.2,0.2,0.2,0.19999705,0.1999497,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20001106,0.20001303,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20001647,0.2,0.2,0.2
gen_fuel_wind_mw,0.2,0.2000055,0.2,0.20000117,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20001209,0.2,0.1999974,0.2,0.2,0.2,0.2,0.2000178,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
