confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9586427621543407,0.0571836493909359,True
total_gen,0.9553607665002346,0.020419467240571976,True
metered_load_mw,0.9432304240763187,0.024547653272747993,True
total_lmp_da,0.928790882229805,0.030926821753382683,True
da_as_total_mw_synchronized_reserve,0.9191906228661537,0.06805998831987381,True
total_losses,0.661504864692688,0.2971682548522949,True
congestion_price_rt,0.4936996102333069,0.8274500370025635,True
marginal_loss_price_da,0.4786755442619324,0.28552666306495667,True
da_as_total_mw_thirty_minutes_reserve,0.335644006729126,0.47676315903663635,True
congestion_price_da,0.28216439485549927,1.2166593074798584,True
gross_actual_interchange_mw,0.15976685285568237,0.4905781149864197,True
net_actual_interchange_mw,-1.104053258895874,1.636088490486145,True
