confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9876540303230286,0.012880398891866207,True
total_gen,0.9853847622871399,0.015396504662930965,True
total_lmp_da,0.9745530486106873,0.02909061685204506,True
da_as_total_mw_primary_reserve,0.9453476667404175,0.05740581452846527,True
da_as_total_mw_synchronized_reserve,0.9097076058387756,0.0931602194905281,True
total_losses,0.7923828363418579,0.20728248357772827,True
da_as_total_mw_thirty_minutes_reserve,0.782991349697113,0.22560934722423553,True
net_actual_interchange_mw,0.7445811033248901,0.25903329253196716,True
gross_actual_interchange_mw,0.7225507497787476,0.28909632563591003,True
marginal_loss_price_da,0.7053754329681396,0.2895957827568054,True
congestion_price_rt,0.5264910459518433,0.5297463536262512,True
congestion_price_da,0.4064147472381592,0.6448635458946228,True
