mode,mean_r2_12conf
gcn_noprior,0.8525661031405131
gcn_static,0.8535385181506475
gcn_dynamic,0.8646235217650732
gat_noprior,0.8244452029466629
gat_static,0.8381951252619425
gat_dynamic,0.847037469347318
